%StNo BotDep	TimeJ	T090C	DepSM	PrDM	SeaTurbMtr
08 47	7.532628	7.1858	160.576	162.142	0.586
08 47	7.532628	7.1859	160.588	162.154	0.590
08 47	7.532629	7.1857	160.619	162.185	0.590
08 47	7.532629	7.1857	160.637	162.203	0.582
08 47	7.532630	7.1862	160.662	162.228	0.579
08 47	7.532630	7.1865	160.686	162.253	0.575
08 47	7.532631	7.1868	160.699	162.266	0.575
08 47	7.532631	7.1862	160.729	162.296	0.571
08 47	7.532632	7.1860	160.747	162.314	0.571
08 47	7.532632	7.1865	160.772	162.339	0.571
08 47	7.532633	7.1864	160.796	162.364	0.571
08 47	7.532633	7.1866	160.809	162.377	0.564
08 47	7.532634	7.1867	160.839	162.407	0.564
08 47	7.532634	7.1864	160.859	162.427	0.560
08 47	7.532635	7.1867	160.883	162.452	0.564
08 47	7.532635	7.1870	160.919	162.488	0.571
08 47	7.532636	7.1868	160.919	162.488	0.575
08 47	7.532636	7.1871	160.962	162.531	0.575
08 47	7.532636	7.1871	160.968	162.538	0.571
08 47	7.532637	7.1870	160.993	162.563	0.571
08 47	7.532637	7.1868	161.029	162.599	0.571
08 47	7.532638	7.1862	161.029	162.599	0.568
08 47	7.532638	7.1860	161.059	162.629	0.571
08 47	7.532639	7.1865	161.078	162.649	0.571
08 47	7.532639	7.1865	161.090	162.661	0.579
08 47	7.532640	7.1865	161.128	162.699	0.582
08 47	7.532640	7.1865	161.152	162.724	0.579
08 47	7.532641	7.1865	161.164	162.735	0.582
08 47	7.532641	7.1860	161.182	162.753	0.597
08 47	7.532642	7.1860	161.213	162.785	0.608
08 47	7.532642	7.1859	161.224	162.797	0.604
08 47	7.532643	7.1857	161.249	162.821	0.601
08 47	7.532643	7.1857	161.262	162.835	0.608
08 47	7.532644	7.1856	161.287	162.859	0.630
08 47	7.532644	7.1854	161.316	162.889	0.689
08 47	7.532645	7.1854	161.323	162.896	0.674
08 47	7.532645	7.1853	161.359	162.932	0.637
08 47	7.532646	7.1854	161.359	162.932	0.608
08 47	7.532646	7.1859	161.408	162.982	0.593
08 47	7.532647	7.1859	161.397	162.971	0.582
08 47	7.532647	7.1857	161.426	163.000	0.582
08 47	7.532648	7.1856	161.470	163.045	0.590
08 47	7.532648	7.1854	161.470	163.045	0.601
08 47	7.532649	7.1854	161.493	163.068	0.601
08 47	7.532649	7.1848	161.506	163.082	0.597
08 47	7.532649	7.1836	161.531	163.106	0.586
08 47	7.532650	7.1827	161.556	163.131	0.579
08 47	7.532650	7.1816	161.592	163.168	0.575
08 47	7.532651	7.1813	161.623	163.199	0.571
08 47	7.532651	7.1810	161.616	163.193	0.568
08 47	7.532652	7.1815	161.630	163.206	0.568
08 47	7.532652	7.1821	161.677	163.254	0.568
08 47	7.532653	7.1819	161.702	163.279	0.568
08 47	7.532653	7.1822	161.677	163.254	0.575
08 47	7.532654	7.1828	161.739	163.317	0.586
08 47	7.532654	7.1830	161.751	163.328	0.597
08 47	7.532655	7.1828	161.782	163.360	0.593
08 47	7.532655	7.1830	161.789	163.367	0.590
08 47	7.532656	7.1828	161.825	163.403	0.582
08 47	7.532656	7.1830	161.836	163.415	0.579
08 47	7.532657	7.1830	161.874	163.453	0.590
08 47	7.532657	7.1831	161.874	163.453	0.593
08 47	7.532658	7.1832	161.899	163.478	0.604
08 47	7.532658	7.1828	161.910	163.489	0.612
08 47	7.532659	7.1830	161.948	163.527	0.608
08 47	7.532659	7.1828	161.948	163.527	0.604
08 47	7.532660	7.1826	161.977	163.557	0.597
08 47	7.532660	7.1819	161.995	163.575	0.593
08 47	7.532661	7.1811	161.995	163.575	0.586
08 47	7.532661	7.1803	162.033	163.614	0.582
08 47	7.532662	7.1796	162.058	163.638	0.575
08 47	7.532662	7.1796	162.069	163.650	0.571
08 47	7.532663	7.1793	162.082	163.663	0.575
08 47	7.532663	7.1793	162.107	163.688	0.575
08 47	7.532663	7.1793	162.130	163.711	0.571
08 47	7.532664	7.1793	162.155	163.736	0.575
08 47	7.532664	7.1791	162.155	163.736	0.575
08 47	7.532665	7.1789	162.204	163.786	0.575
08 47	7.532665	7.1790	162.192	163.774	0.579
08 47	7.532666	7.1789	162.222	163.804	0.579
08 47	7.532666	7.1790	162.253	163.836	0.575
08 47	7.532667	7.1791	162.264	163.847	0.571
08 47	7.532667	7.1793	162.289	163.872	0.571
08 47	7.532668	7.1793	162.302	163.885	0.575
08 47	7.532668	7.1793	162.338	163.922	0.590
08 47	7.532669	7.1790	162.351	163.935	0.615
08 47	7.532669	7.1794	162.363	163.947	0.641
08 47	7.532670	7.1787	162.387	163.971	0.648
08 47	7.532670	7.1782	162.412	163.996	0.637
08 47	7.532671	7.1778	162.424	164.008	0.615
08 47	7.532671	7.1779	162.461	164.046	0.608
08 47	7.532672	7.1777	162.473	164.058	0.601
08 47	7.532672	7.1774	162.497	164.083	0.593
08 47	7.532673	7.1776	162.522	164.107	0.590
08 47	7.532673	7.1778	162.522	164.107	0.575
08 47	7.532674	7.1778	162.560	164.146	0.568
08 47	7.532674	7.1778	162.583	164.169	0.568
08 47	7.532675	7.1778	162.596	164.182	0.575
08 47	7.532675	7.1779	162.620	164.207	0.579
08 47	7.532676	7.1776	162.657	164.243	0.579
08 47	7.532676	7.1773	162.657	164.243	0.593
08 47	7.532677	7.1773	162.681	164.268	0.604
08 47	7.532677	7.1774	162.719	164.306	0.608
08 47	7.532677	7.1776	162.742	164.329	0.604
08 47	7.532678	7.1779	162.737	164.325	0.604
08 47	7.532678	7.1782	162.791	164.379	0.601
08 47	7.532679	7.1784	162.804	164.392	0.597
08 47	7.532679	7.1784	162.816	164.404	0.593
08 47	7.532680	7.1778	162.878	164.467	0.586
08 47	7.532680	7.1771	162.853	164.442	0.582
08 47	7.532681	7.1764	162.878	164.467	0.590
08 47	7.532681	7.1770	162.926	164.515	0.593
08 47	7.532682	7.1778	162.926	164.515	0.586
08 47	7.532682	7.1781	162.950	164.540	0.579
08 47	7.532683	7.1781	162.975	164.565	0.575
08 47	7.532683	7.1784	162.999	164.590	0.571
08 47	7.532684	7.1784	163.042	164.633	0.568
08 47	7.532684	7.1787	163.049	164.639	0.571
08 47	7.532685	7.1785	163.085	164.676	0.579
08 47	7.532685	7.1789	163.098	164.689	0.597
08 47	7.532686	7.1785	163.123	164.714	0.630
08 47	7.532686	7.1780	163.147	164.739	0.659
08 47	7.532687	7.1776	163.172	164.764	0.703
08 47	7.532687	7.1774	163.183	164.775	0.703
08 47	7.532688	7.1771	163.208	164.800	0.670
08 47	7.532688	7.1768	163.232	164.825	0.641
08 47	7.532689	7.1767	163.257	164.850	0.623
08 47	7.532689	7.1771	163.282	164.875	0.612
08 47	7.532690	7.1768	163.293	164.886	0.601
08 47	7.532690	7.1770	163.331	164.924	0.604
08 47	7.532690	7.1771	163.331	164.924	0.601
08 47	7.532691	7.1773	163.367	164.961	0.593
08 47	7.532691	7.1773	163.392	164.986	0.590
08 47	7.532692	7.1770	163.403	164.997	0.608
08 47	7.532692	7.1768	163.441	165.036	0.637
08 47	7.532693	7.1769	163.452	165.047	0.626
08 47	7.532693	7.1768	163.490	165.085	0.608
08 47	7.532694	7.1768	163.502	165.097	0.590
08 47	7.532694	7.1768	163.515	165.110	0.575
08 47	7.532695	7.1768	163.538	165.133	0.571
08 47	7.532695	7.1770	163.567	165.163	0.579
08 47	7.532696	7.1773	163.575	165.171	0.582
08 47	7.532696	7.1773	163.611	165.208	0.579
08 47	7.532697	7.1774	163.625	165.221	0.575
08 47	7.532697	7.1776	163.636	165.233	0.579
08 47	7.532698	7.1775	163.674	165.271	0.579
08 47	7.532698	7.1776	163.685	165.282	0.579
08 47	7.532699	7.1776	163.697	165.294	0.571
08 47	7.532699	7.1773	163.721	165.319	0.568
08 47	7.532700	7.1776	163.746	165.344	0.579
08 47	7.532700	7.1775	163.771	165.369	0.582
08 47	7.532701	7.1773	163.771	165.369	0.582
08 47	7.532701	7.1773	163.808	165.407	0.579
08 47	7.532702	7.1774	163.825	165.423	0.590
08 47	7.532702	7.1774	163.844	165.443	0.597
08 47	7.532703	7.1773	163.869	165.468	0.593
08 47	7.532703	7.1771	163.881	165.480	0.593
08 47	7.532704	7.1773	163.894	165.493	0.590
08 47	7.532704	7.1771	163.930	165.529	0.586
08 47	7.532704	7.1773	163.943	165.543	0.582
08 47	7.532705	7.1772	163.968	165.568	0.579
08 47	7.532705	7.1774	163.992	165.592	0.571
08 47	7.532706	7.1771	163.992	165.592	0.571
08 47	7.532706	7.1773	164.020	165.621	0.571
08 47	7.532707	7.1773	164.040	165.641	0.579
08 47	7.532707	7.1773	164.064	165.665	0.579
08 47	7.532708	7.1771	164.064	165.665	0.571
08 47	7.532708	7.1773	164.102	165.704	0.571
08 47	7.532709	7.1773	164.127	165.728	0.571
08 47	7.532709	7.1772	164.127	165.728	0.571
08 47	7.532710	7.1774	164.138	165.740	0.571
08 47	7.532710	7.1778	164.179	165.781	0.579
08 47	7.532711	7.1781	164.187	165.790	0.575
08 47	7.532711	7.1784	164.199	165.801	0.575
08 47	7.532712	7.1784	164.212	165.815	0.575
08 47	7.532712	7.1779	164.248	165.851	0.575
08 47	7.532713	7.1781	164.273	165.876	0.582
08 47	7.532713	7.1781	164.273	165.876	0.586
08 47	7.532714	7.1784	164.273	165.876	0.597
08 47	7.532714	7.1783	164.338	165.942	0.593
08 47	7.532715	7.1779	164.335	165.939	0.586
08 47	7.532715	7.1770	164.347	165.950	0.579
08 47	7.532716	7.1763	164.383	165.987	0.571
08 47	7.532716	7.1761	164.396	166.000	0.568
08 47	7.532717	7.1757	164.420	166.025	0.568
08 47	7.532717	7.1757	164.424	166.028	0.579
08 47	7.532717	7.1757	164.445	166.050	0.597
08 47	7.532718	7.1758	164.481	166.086	0.604
08 47	7.532718	7.1758	164.481	166.086	0.608
08 47	7.532719	7.1760	164.506	166.111	0.612
08 47	7.532719	7.1761	164.530	166.136	0.604
08 47	7.532720	7.1763	164.542	166.148	0.601
08 47	7.532720	7.1764	164.571	166.178	0.601
08 47	7.532721	7.1764	164.580	166.186	0.601
08 47	7.532721	7.1763	164.604	166.211	0.593
08 47	7.532722	7.1763	164.616	166.222	0.586
08 47	7.532722	7.1760	164.653	166.260	0.582
08 47	7.532723	7.1757	164.670	166.277	0.579
08 47	7.532723	7.1754	164.665	166.272	0.582
08 47	7.532724	7.1747	164.690	166.297	0.579
08 47	7.532724	7.1746	164.726	166.333	0.586
08 47	7.532725	7.1742	164.726	166.333	0.582
08 47	7.532725	7.1744	164.750	166.358	0.586
08 47	7.532726	7.1744	164.780	166.388	0.597
08 47	7.532726	7.1747	164.788	166.396	0.615
08 47	7.532727	7.1750	164.813	166.421	0.645
08 47	7.532727	7.1749	164.824	166.433	0.656
08 47	7.532728	7.1755	164.849	166.458	0.648
08 47	7.532728	7.1754	164.865	166.474	0.634
08 47	7.532729	7.1757	164.885	166.494	0.623
08 47	7.532729	7.1758	164.898	166.507	0.619
08 47	7.532730	7.1758	164.923	166.532	0.619
08 47	7.532730	7.1759	164.934	166.544	0.615
08 47	7.532731	7.1760	164.964	166.574	0.634
08 47	7.532731	7.1761	164.983	166.594	0.645
08 47	7.532731	7.1760	164.996	166.607	0.634
08 47	7.532732	7.1761	165.008	166.619	0.619
08 47	7.532732	7.1760	165.032	166.643	0.630
08 47	7.532733	7.1758	165.060	166.672	0.703
08 47	7.532733	7.1760	165.082	166.693	0.777
08 47	7.532734	7.1757	165.093	166.705	0.795
08 47	7.532734	7.1758	165.118	166.730	0.740
08 47	7.532735	7.1760	165.123	166.735	0.678
08 47	7.532735	7.1760	165.167	166.779	0.637
08 47	7.532736	7.1767	165.179	166.791	0.615
08 47	7.532736	7.1768	165.203	166.816	0.608
08 47	7.532737	7.1770	165.216	166.829	0.604
08 47	7.532737	7.1773	165.233	166.846	0.601
08 47	7.532738	7.1767	165.266	166.879	0.604
08 47	7.532738	7.1760	165.290	166.904	0.601
08 47	7.532739	7.1761	165.302	166.915	0.586
08 47	7.532739	7.1757	165.305	166.919	0.579
08 47	7.532740	7.1759	165.351	166.965	0.575
08 47	7.532740	7.1763	165.362	166.977	0.571
08 47	7.532741	7.1761	165.375	166.990	0.571
08 47	7.532741	7.1761	165.403	167.018	0.571
08 47	7.532742	7.1763	165.436	167.051	0.571
08 47	7.532742	7.1760	165.449	167.064	0.575
08 47	7.532743	7.1758	165.461	167.076	0.579
08 47	7.532743	7.1760	165.477	167.093	0.579
08 47	7.532744	7.1752	165.522	167.137	0.571
08 47	7.532744	7.1755	165.535	167.151	0.568
08 47	7.532745	7.1758	165.559	167.176	0.571
08 47	7.532745	7.1758	165.587	167.204	0.571
08 47	7.532745	7.1755	165.595	167.212	0.571
08 47	7.532746	7.1755	165.633	167.250	0.571
08 47	7.532746	7.1760	165.645	167.262	0.571
08 47	7.532747	7.1757	165.648	167.265	0.571
08 47	7.532747	7.1760	165.694	167.311	0.575
08 47	7.532748	7.1760	165.718	167.336	0.582
08 47	7.532748	7.1755	165.722	167.340	0.579
08 47	7.532749	7.1752	165.755	167.373	0.575
08 47	7.532749	7.1750	165.779	167.398	0.571
08 47	7.532750	7.1750	165.804	167.423	0.571
08 47	7.532750	7.1752	165.820	167.439	0.571
08 47	7.532751	7.1751	165.853	167.472	0.579
08 47	7.532751	7.1749	165.865	167.484	0.579
08 47	7.532752	7.1746	165.906	167.525	0.579
08 47	7.532752	7.1735	165.914	167.534	0.579
08 47	7.532753	7.1735	165.938	167.558	0.579
08 47	7.532753	7.1733	165.955	167.575	0.575
08 47	7.532754	7.1736	165.988	167.608	0.571
08 47	7.532754	7.1736	165.988	167.608	0.575
08 47	7.532755	7.1741	166.025	167.646	0.575
08 47	7.532755	7.1741	166.040	167.661	0.575
08 47	7.532756	7.1741	166.061	167.683	0.571
08 47	7.532756	7.1744	166.086	167.708	0.579
08 47	7.532757	7.1744	166.114	167.736	0.579
08 47	7.532757	7.1744	166.122	167.744	0.579
08 47	7.532758	7.1744	166.135	167.757	0.575
08 47	7.532758	7.1744	166.175	167.797	0.571
08 47	7.532758	7.1744	166.185	167.807	0.582
08 47	7.532759	7.1746	166.208	167.830	0.604
08 47	7.532759	7.1746	166.224	167.847	0.623
08 47	7.532760	7.1743	166.245	167.868	0.619
08 47	7.532760	7.1744	166.270	167.893	0.619
08 47	7.532761	7.1742	166.285	167.908	0.612
08 47	7.532761	7.1742	166.306	167.930	0.608
08 47	7.532762	7.1740	166.331	167.955	0.608
08 47	7.532762	7.1739	166.358	167.983	0.604
08 47	7.532763	7.1744	166.368	167.993	0.597
08 47	7.532763	7.1746	166.404	168.029	0.593
08 47	7.532764	7.1746	166.408	168.033	0.590
08 47	7.532764	7.1740	166.429	168.054	0.586
08 47	7.532765	7.1735	166.454	168.079	0.579
08 47	7.532765	7.1733	166.468	168.094	0.571
08 47	7.532766	7.1730	166.490	168.116	0.575
08 47	7.532766	7.1731	166.505	168.130	0.586
08 47	7.532767	7.1733	166.528	168.154	0.604
08 47	7.532767	7.1733	166.552	168.179	0.612
08 47	7.532768	7.1731	166.567	168.193	0.604
08 47	7.532768	7.1727	166.600	168.227	0.597
08 47	7.532769	7.1727	166.588	168.215	0.590
08 47	7.532769	7.1723	166.628	168.255	0.590
08 47	7.532770	7.1723	166.649	168.276	0.590
08 47	7.532770	7.1723	166.649	168.276	0.586
08 47	7.532771	7.1721	166.677	168.305	0.582
08 47	7.532771	7.1725	166.711	168.339	0.579
08 47	7.532772	7.1727	166.713	168.341	0.582
08 47	7.532772	7.1723	166.734	168.363	0.593
08 47	7.532772	7.1717	166.759	168.387	0.612
08 47	7.532773	7.1711	166.762	168.391	0.612
08 47	7.532773	7.1701	166.797	168.426	0.601
08 47	7.532774	7.1699	166.811	168.440	0.593
08 47	7.532774	7.1698	166.821	168.450	0.586
08 47	7.532775	7.1699	166.846	168.475	0.579
08 47	7.532775	7.1703	166.872	168.502	0.579
08 47	7.532776	7.1703	166.882	168.512	0.586
08 47	7.532776	7.1706	166.871	168.500	0.593
08 47	7.532777	7.1707	166.935	168.565	0.590
08 47	7.532777	7.1707	166.931	168.561	0.586
08 47	7.532778	7.1712	166.971	168.601	0.582
08 47	7.532778	7.1715	166.967	168.598	0.579
08 47	7.532779	7.1720	166.995	168.626	0.590
08 47	7.532779	7.1717	167.017	168.648	0.593
08 47	7.532780	7.1717	167.030	168.661	0.586
08 47	7.532780	7.1720	167.056	168.687	0.582
08 47	7.532781	7.1718	167.066	168.697	0.586
08 47	7.532781	7.1718	167.092	168.724	0.582
08 47	7.532782	7.1715	167.115	168.747	0.579
08 47	7.532782	7.1712	167.127	168.759	0.586
08 47	7.532783	7.1710	167.154	168.787	0.590
08 47	7.532783	7.1706	167.176	168.809	0.601
08 47	7.532784	7.1703	167.191	168.823	0.612
08 47	7.532784	7.1703	167.200	168.833	0.612
08 47	7.532785	7.1698	167.240	168.873	0.604
08 47	7.532785	7.1693	167.250	168.883	0.604
08 47	7.532785	7.1686	167.274	168.908	0.615
08 47	7.532786	7.1682	167.289	168.923	0.612
08 47	7.532786	7.1678	167.310	168.944	0.608
08 47	7.532787	7.1678	167.325	168.959	0.608
08 47	7.532787	7.1678	167.348	168.983	0.597
08 47	7.532788	7.1682	167.374	169.009	0.590
08 47	7.532788	7.1686	167.397	169.032	0.590
08 47	7.532789	7.1690	167.399	169.034	0.593
08 47	7.532789	7.1692	167.434	169.069	0.593
08 47	7.532790	7.1695	167.458	169.094	0.597
08 47	7.532790	7.1695	167.473	169.109	0.597
08 47	7.532791	7.1698	167.494	169.130	0.593
08 47	7.532791	7.1701	167.522	169.158	0.586
08 47	7.532792	7.1703	167.532	169.168	0.582
08 47	7.532792	7.1706	167.558	169.195	0.582
08 47	7.532793	7.1706	167.581	169.218	0.579
08 47	7.532793	7.1703	167.583	169.220	0.575
08 47	7.532794	7.1704	167.617	169.255	0.571
08 47	7.532794	7.1706	167.644	169.281	0.571
08 47	7.532795	7.1706	167.667	169.304	0.571
08 47	7.532795	7.1703	167.681	169.319	0.564
08 47	7.532796	7.1703	167.703	169.341	0.564
08 47	7.532796	7.1704	167.727	169.366	0.564
08 47	7.532797	7.1703	167.754	169.392	0.568
08 47	7.532797	7.1701	167.777	169.415	0.568
08 47	7.532798	7.1701	167.791	169.430	0.568
08 47	7.532798	7.1698	167.814	169.454	0.564
08 47	7.532799	7.1698	167.841	169.480	0.564
08 47	7.532799	7.1696	167.850	169.490	0.560
08 47	7.532799	7.1695	167.877	169.517	0.557
08 47	7.532800	7.1696	167.900	169.540	0.553
08 47	7.532800	7.1692	167.926	169.566	0.549
08 47	7.532801	7.1690	167.936	169.576	0.549
08 47	7.532801	7.1686	167.975	169.616	0.560
08 47	7.532802	7.1688	167.985	169.626	0.568
08 47	7.532802	7.1685	168.011	169.652	0.571
08 47	7.532803	7.1685	168.034	169.676	0.571
08 47	7.532803	7.1683	168.047	169.689	0.579
08 47	7.532804	7.1685	168.070	169.712	0.593
08 47	7.532804	7.1683	168.097	169.739	0.608
08 47	7.532805	7.1682	168.095	169.737	0.615
08 47	7.532805	7.1680	168.159	169.802	0.604
08 47	7.532806	7.1680	168.159	169.802	0.608
08 47	7.532806	7.1678	168.182	169.825	0.612
08 47	7.532807	7.1678	168.195	169.838	0.612
08 47	7.532807	7.1677	168.218	169.861	0.608
08 47	7.532808	7.1677	168.256	169.900	0.601
08 47	7.532808	7.1678	168.254	169.898	0.593
08 47	7.532809	7.1678	168.280	169.924	0.586
08 47	7.532809	7.1677	168.317	169.961	0.582
08 47	7.532810	7.1680	168.330	169.974	0.575
08 47	7.532810	7.1678	168.353	169.997	0.568
08 47	7.532811	7.1678	168.379	170.024	0.568
08 47	7.532811	7.1677	168.389	170.034	0.568
08 47	7.532812	7.1680	168.415	170.060	0.568
08 47	7.532812	7.1680	168.440	170.085	0.564
08 47	7.532813	7.1674	168.451	170.097	0.560
08 47	7.532813	7.1674	168.489	170.135	0.564
08 47	7.532813	7.1675	168.500	170.147	0.571
08 47	7.532814	7.1678	168.525	170.171	0.575
08 47	7.532814	7.1674	168.537	170.183	0.575
08 47	7.532815	7.1672	168.574	170.221	0.571
08 47	7.532815	7.1672	168.586	170.233	0.586
08 47	7.532816	7.1671	168.587	170.234	0.601
08 47	7.532816	7.1669	168.637	170.284	0.597
08 47	7.532817	7.1669	168.647	170.294	0.590
08 47	7.532817	7.1666	168.684	170.332	0.579
08 47	7.532818	7.1663	168.684	170.332	0.575
08 47	7.532818	7.1660	168.709	170.357	0.575
08 47	7.532819	7.1659	168.734	170.382	0.571
08 47	7.532819	7.1660	168.758	170.407	0.571
08 47	7.532820	7.1658	168.771	170.420	0.568
08 47	7.532820	7.1658	168.794	170.443	0.571
08 47	7.532821	7.1656	168.821	170.470	0.582
08 47	7.532821	7.1660	168.844	170.493	0.586
08 47	7.532822	7.1661	168.857	170.506	0.582
08 47	7.532822	7.1663	168.881	170.531	0.575
08 47	7.532823	7.1663	168.904	170.555	0.571
08 47	7.532823	7.1664	168.917	170.568	0.575
08 47	7.532824	7.1660	168.953	170.604	0.586
08 47	7.532824	7.1660	168.955	170.606	0.593
08 47	7.532825	7.1656	168.991	170.642	0.597
08 47	7.532825	7.1658	169.014	170.666	0.597
08 47	7.532826	7.1658	169.016	170.667	0.590
08 47	7.532826	7.1658	169.052	170.704	0.593
08 47	7.532826	7.1658	169.077	170.729	0.608
08 47	7.532827	7.1656	169.090	170.742	0.619
08 47	7.532827	7.1658	169.113	170.765	0.612
08 47	7.532828	7.1658	169.114	170.767	0.612
08 47	7.532828	7.1655	169.162	170.815	0.604
08 47	7.532829	7.1655	169.175	170.828	0.593
08 47	7.532829	7.1653	169.187	170.840	0.582
08 47	7.532830	7.1655	169.211	170.865	0.579
08 47	7.532830	7.1656	169.236	170.890	0.579
08 47	7.532831	7.1658	169.260	170.914	0.575
08 47	7.532831	7.1658	169.260	170.914	0.579
08 47	7.532832	7.1658	169.285	170.939	0.579
08 47	7.532832	7.1661	169.310	170.964	0.579
08 47	7.532833	7.1658	169.333	170.987	0.579
08 47	7.532833	7.1658	169.359	171.014	0.582
08 47	7.532834	7.1655	169.357	171.012	0.593
08 47	7.532834	7.1656	169.395	171.050	0.597
08 47	7.532835	7.1653	169.408	171.064	0.593
08 47	7.532835	7.1656	169.420	171.075	0.586
08 47	7.532836	7.1656	169.457	171.113	0.586
08 47	7.532836	7.1656	169.457	171.113	0.597
08 47	7.532837	7.1656	169.480	171.137	0.604
08 47	7.532837	7.1655	169.505	171.161	0.612
08 47	7.532838	7.1652	169.530	171.186	0.615
08 47	7.532838	7.1652	169.530	171.186	0.615
08 47	7.532839	7.1651	169.567	171.224	0.608
08 47	7.532839	7.1650	169.567	171.224	0.601
08 47	7.532840	7.1649	169.604	171.261	0.601
08 47	7.532840	7.1649	169.617	171.274	0.601
08 47	7.532840	7.1650	169.664	171.322	0.597
08 47	7.532841	7.1652	169.653	171.311	0.593
08 47	7.532841	7.1650	169.677	171.336	0.590
08 47	7.532842	7.1652	169.702	171.360	0.590
08 47	7.532842	7.1653	169.714	171.372	0.604
08 47	7.532843	7.1650	169.738	171.397	0.648
08 47	7.532843	7.1652	169.763	171.422	0.667
08 47	7.532844	7.1652	169.774	171.433	0.648
08 47	7.532844	7.1650	169.801	171.460	0.637
08 47	7.532845	7.1650	169.812	171.472	0.637
08 47	7.532845	7.1647	169.837	171.496	0.645
08 47	7.532846	7.1649	169.861	171.521	0.762
08 47	7.532846	7.1647	169.886	171.546	0.916
08 47	7.532847	7.1648	169.886	171.546	0.930
08 47	7.532847	7.1647	169.922	171.583	0.868
08 47	7.532848	7.1647	169.922	171.583	0.813
08 47	7.532848	7.1647	169.947	171.608	0.795
08 47	7.532849	7.1646	169.983	171.644	0.773
08 47	7.532849	7.1643	169.984	171.646	0.733
08 47	7.532850	7.1645	170.007	171.669	0.703
08 47	7.532850	7.1642	170.021	171.682	0.689
08 47	7.532851	7.1641	170.057	171.719	0.663
08 47	7.532851	7.1640	170.070	171.732	0.641
08 47	7.532852	7.1637	170.081	171.744	0.630
08 47	7.532852	7.1639	170.117	171.780	0.623
08 47	7.532853	7.1635	170.119	171.782	0.615
08 47	7.532853	7.1636	170.144	171.807	0.619
08 47	7.532853	7.1637	170.167	171.830	0.626
08 47	7.532854	7.1640	170.191	171.855	0.626
08 47	7.532854	7.1640	170.191	171.855	0.615
08 47	7.532855	7.1642	170.229	171.893	0.612
08 47	7.532855	7.1640	170.254	171.918	0.608
08 47	7.532856	7.1642	170.278	171.943	0.604
08 47	7.532856	7.1638	170.290	171.954	0.601
08 47	7.532857	7.1634	170.314	171.979	0.601
08 47	7.532857	7.1632	170.339	172.004	0.597
08 47	7.532858	7.1631	170.364	172.029	0.601
08 47	7.532858	7.1629	170.375	172.040	0.604
08 47	7.532859	7.1631	170.388	172.054	0.608
08 47	7.532859	7.1629	170.424	172.090	0.615
08 47	7.532860	7.1628	170.438	172.103	0.612
08 47	7.532860	7.1634	170.474	172.140	0.612
08 47	7.532861	7.1636	170.474	172.140	0.608
08 47	7.532861	7.1634	170.510	172.176	0.608
08 47	7.532862	7.1637	170.523	172.190	0.612
08 47	7.532862	7.1635	170.548	172.215	0.615
08 47	7.532863	7.1636	170.572	172.239	0.619
08 47	7.532863	7.1636	170.597	172.264	0.619
08 47	7.532864	7.1637	170.608	172.276	0.619
08 47	7.532864	7.1635	170.633	172.301	0.612
08 47	7.532865	7.1637	170.658	172.326	0.604
08 47	7.532865	7.1636	170.671	172.339	0.601
08 47	7.532866	7.1639	170.707	172.375	0.608
08 47	7.532866	7.1637	170.731	172.400	0.615
08 47	7.532867	7.1637	170.743	172.412	0.615
08 47	7.532867	7.1637	170.781	172.450	0.626
08 47	7.532867	7.1637	170.781	172.450	0.634
08 47	7.532868	7.1637	170.817	172.487	0.630
08 47	7.532868	7.1639	170.841	172.511	0.637
08 47	7.532869	7.1636	170.866	172.536	0.641
08 47	7.532869	7.1639	170.879	172.550	0.637
08 47	7.532870	7.1638	170.902	172.573	0.634
08 47	7.532870	7.1636	170.927	172.598	0.634
08 47	7.532871	7.1637	170.951	172.623	0.626
08 47	7.532871	7.1637	170.976	172.647	0.619
08 47	7.532872	7.1635	170.989	172.661	0.619
08 47	7.532872	7.1636	171.012	172.684	0.619
08 47	7.532873	7.1636	171.037	172.709	0.615
08 47	7.532873	7.1634	171.061	172.734	0.619
08 47	7.532874	7.1632	171.086	172.759	0.634
08 47	7.532874	7.1631	171.099	172.772	0.648
08 47	7.532875	7.1626	171.135	172.808	0.656
08 47	7.532875	7.1624	171.160	172.833	0.656
08 47	7.532876	7.1626	171.185	172.858	0.652
08 47	7.532876	7.1628	171.185	172.858	0.652
08 47	7.532877	7.1629	171.221	172.895	0.652
08 47	7.532877	7.1631	171.247	172.921	0.652
08 47	7.532878	7.1632	171.270	172.944	0.656
08 47	7.532878	7.1632	171.283	172.958	0.667
08 47	7.532879	7.1629	171.308	172.982	0.663
08 47	7.532879	7.1631	171.319	172.994	0.656
08 47	7.532880	7.1632	171.368	173.044	0.648
08 47	7.532880	7.1632	171.368	173.044	0.645
08 47	7.532880	7.1634	171.393	173.069	0.641
08 47	7.532881	7.1634	171.418	173.094	0.641
08 47	7.532881	7.1634	171.442	173.118	0.645
08 47	7.532882	7.1636	171.454	173.130	0.656
08 47	7.532882	7.1634	171.492	173.168	0.656
08 47	7.532883	7.1634	171.503	173.180	0.652
08 47	7.532883	7.1635	171.516	173.193	0.659
08 47	7.532884	7.1632	171.539	173.216	0.659
08 47	7.532884	7.1631	171.564	173.241	0.659
08 47	7.532885	7.1634	171.588	173.266	0.659
08 47	7.532885	7.1635	171.602	173.279	0.663
08 47	7.532886	7.1634	171.626	173.304	0.667
