%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	146.284	7.3221	34.7871	27.2037	1.4652e-01	0.0283	0.685	1482.11	64.347	4.3169	7.532274
08 47	146.304	7.3218	34.7857	27.2027	1.4652e-01	0.0259	0.652	1482.11	64.347	4.3170	7.532275
08 47	146.315	7.3204	34.7835	27.2012	1.5873e-01	0.0271	0.648	1482.10	64.349	4.3173	7.532275
08 47	146.345	7.3156	34.7852	27.2032	1.5873e-01	0.0283	0.634	1482.09	64.352	4.3180	7.532276
08 47	146.365	7.3108	34.7883	27.2063	1.5873e-01	0.0259	0.604	1482.07	64.356	4.3186	7.532276
08 47	146.389	7.3100	34.7898	27.2076	1.5873e-01	0.0246	0.586	1482.07	64.362	4.3190	7.532277
08 47	146.406	7.3114	34.7889	27.2067	1.4652e-01	0.0246	0.590	1482.07	64.368	4.3194	7.532277
08 47	146.414	7.3116	34.7898	27.2074	1.5873e-01	0.0259	0.608	1482.08	64.376	4.3198	7.532278
08 47	146.438	7.3117	34.7898	27.2074	1.5873e-01	0.0259	0.619	1482.08	64.385	4.3204	7.532278
08 47	146.468	7.3120	34.7905	27.2078	1.5873e-01	0.0259	0.615	1482.08	64.388	4.3206	7.532279
08 47	146.486	7.3138	34.7908	27.2078	1.4652e-01	0.0271	0.601	1482.09	64.399	4.3211	7.532279
08 47	146.491	7.3176	34.7879	27.2050	1.4652e-01	0.0271	0.590	1482.10	64.411	4.3217	7.532280
08 47	146.535	7.3213	34.7845	27.2018	1.5873e-01	0.0271	0.582	1482.11	64.417	4.3218	7.532280
08 47	146.535	7.3214	34.7842	27.2015	1.5873e-01	0.0259	0.582	1482.11	64.424	4.3222	7.532281
08 47	146.564	7.3199	34.7853	27.2027	1.5873e-01	0.0271	0.579	1482.11	64.432	4.3229	7.532281
08 47	146.584	7.3189	34.7865	27.2037	1.4652e-01	0.0283	0.568	1482.10	64.441	4.3236	7.532282
08 47	146.597	7.3181	34.7876	27.2047	1.4652e-01	0.0259	0.568	1482.10	64.450	4.3243	7.532282
08 47	146.638	7.3180	34.7881	27.2051	1.4652e-01	0.0234	0.590	1482.10	64.461	4.3250	7.532283
08 47	146.645	7.3174	34.7900	27.2067	1.4652e-01	0.0246	0.593	1482.10	64.473	4.3258	7.532283
08 47	146.663	7.3173	34.7916	27.2080	1.4652e-01	0.0259	0.586	1482.11	64.486	4.3266	7.532283
08 47	146.669	7.3180	34.7926	27.2087	1.4652e-01	0.0271	0.571	1482.11	64.491	4.3269	7.532284
08 47	146.707	7.3184	34.7942	27.2098	1.5873e-01	0.0259	0.564	1482.11	64.498	4.3272	7.532284
08 47	146.723	7.3206	34.7932	27.2088	1.4652e-01	0.0234	0.557	1482.12	64.504	4.3275	7.532285
08 47	146.732	7.3241	34.7904	27.2060	1.5873e-01	0.0246	0.564	1482.13	64.512	4.3277	7.532285
08 47	146.773	7.3264	34.7881	27.2039	1.4652e-01	0.0246	0.575	1482.14	64.520	4.3281	7.532286
08 47	146.768	7.3254	34.7876	27.2037	1.4652e-01	0.0259	0.575	1482.13	64.528	4.3288	7.532286
08 47	146.804	7.3227	34.7875	27.2040	1.4652e-01	0.0246	0.568	1482.12	64.538	4.3297	7.532287
08 47	146.822	7.3205	34.7867	27.2037	1.4652e-01	0.0271	0.560	1482.11	64.549	4.3306	7.532287
08 47	146.841	7.3173	34.7860	27.2035	1.4652e-01	0.0259	0.560	1482.10	64.560	4.3317	7.532288
08 47	146.845	7.3152	34.7857	27.2036	1.5873e-01	0.0271	0.560	1482.09	64.571	4.3327	7.532288
08 47	146.877	7.3135	34.7862	27.2042	1.4652e-01	0.0271	0.553	1482.09	64.575	4.3331	7.532289
08 47	146.902	7.3117	34.7878	27.2058	1.5873e-01	0.0271	0.546	1482.08	64.588	4.3341	7.532289
08 47	146.907	7.3107	34.7898	27.2075	1.4652e-01	0.0271	0.546	1482.08	64.601	4.3350	7.532290
08 47	146.951	7.3102	34.7904	27.2080	1.4652e-01	0.0246	0.542	1482.08	64.607	4.3354	7.532290
08 47	146.956	7.3100	34.7913	27.2088	1.5873e-01	0.0246	0.538	1482.08	64.613	4.3358	7.532291
08 47	146.963	7.3106	34.7912	27.2086	1.4652e-01	0.0283	0.535	1482.08	64.619	4.3362	7.532291
08 47	146.992	7.3117	34.7899	27.2074	1.5873e-01	0.0295	0.531	1482.09	64.688	4.3408	7.532292
08 47	147.012	7.3123	34.7894	27.2069	1.4652e-01	0.0320	0.535	1482.09	64.639	4.3375	7.532292
08 47	147.036	7.3125	34.7887	27.2064	1.4652e-01	0.0283	0.535	1482.09	64.646	4.3379	7.532293
08 47	147.053	7.3118	34.7892	27.2069	1.4652e-01	0.0283	0.535	1482.09	64.654	4.3385	7.532293
08 47	147.061	7.3123	34.7901	27.2075	1.4652e-01	0.0271	0.535	1482.09	64.653	4.3384	7.532294
08 47	147.089	7.3155	34.7880	27.2054	1.4652e-01	0.0259	0.538	1482.10	64.652	4.3380	7.532294
08 47	147.110	7.3166	34.7888	27.2059	1.4652e-01	0.0271	0.542	1482.11	64.652	4.3379	7.532295
08 47	147.113	7.3166	34.7905	27.2072	1.4652e-01	0.0307	0.553	1482.11	64.651	4.3378	7.532295
08 47	147.146	7.3169	34.7917	27.2081	1.4652e-01	0.0332	0.560	1482.11	64.659	4.3382	7.532296
08 47	147.158	7.3153	34.7944	27.2105	1.5873e-01	0.0320	0.557	1482.11	64.659	4.3383	7.532296
08 47	147.176	7.3156	34.7941	27.2102	1.5873e-01	0.0295	0.553	1482.11	64.659	4.3383	7.532296
08 47	147.207	7.3193	34.7906	27.2069	1.4652e-01	0.0271	0.553	1482.12	64.658	4.3380	7.532297
08 47	147.212	7.3219	34.7871	27.2037	1.5873e-01	0.0271	0.553	1482.13	64.658	4.3378	7.532297
08 47	147.220	7.3215	34.7850	27.2021	1.4652e-01	0.0259	0.549	1482.12	64.658	4.3379	7.532298
08 47	147.261	7.3198	34.7829	27.2008	1.4652e-01	0.0234	0.546	1482.11	64.658	4.3381	7.532298
08 47	147.269	7.3188	34.7801	27.1987	1.5873e-01	0.0234	0.542	1482.11	64.658	4.3383	7.532299
08 47	147.285	7.3157	34.7811	27.1999	1.4652e-01	0.0246	0.542	1482.10	64.658	4.3386	7.532299
08 47	147.305	7.3115	34.7826	27.2017	1.5873e-01	0.0283	0.542	1482.08	64.658	4.3390	7.532300
08 47	147.333	7.3052	34.7863	27.2055	1.4652e-01	0.0295	0.542	1482.06	64.658	4.3395	7.532300
08 47	147.341	7.2981	34.7929	27.2117	1.4652e-01	0.0271	0.549	1482.04	64.659	4.3400	7.532301
08 47	147.366	7.2930	34.7975	27.2161	1.5873e-01	0.0271	0.553	1482.03	64.659	4.3404	7.532301
08 47	147.382	7.2908	34.7991	27.2176	1.4652e-01	0.0246	0.549	1482.03	64.659	4.3406	7.532302
08 47	147.415	7.2940	34.7961	27.2149	1.4652e-01	0.0259	0.542	1482.03	64.659	4.3404	7.532302
08 47	147.407	7.2975	34.7931	27.2120	1.4652e-01	0.0259	0.538	1482.04	64.658	4.3400	7.532303
08 47	147.439	7.2995	34.7921	27.2109	1.5873e-01	0.0259	0.535	1482.05	64.658	4.3399	7.532303
08 47	147.467	7.3004	34.7914	27.2102	1.4652e-01	0.0271	0.535	1482.05	64.595	4.3356	7.532304
08 47	147.475	7.3006	34.7915	27.2103	1.4652e-01	0.0222	0.531	1482.05	64.650	4.3393	7.532304
08 47	147.492	7.3006	34.7921	27.2108	1.5873e-01	0.0222	0.527	1482.06	64.650	4.3392	7.532305
08 47	147.513	7.3012	34.7920	27.2106	1.4652e-01	0.0246	0.527	1482.06	64.587	4.3350	7.532305
08 47	147.529	7.3015	34.7917	27.2103	1.4652e-01	0.0259	0.531	1482.06	64.580	4.3345	7.532306
08 47	147.549	7.3022	34.7913	27.2099	1.5873e-01	0.0271	0.542	1482.06	64.573	4.3339	7.532306
08 47	147.577	7.3034	34.7903	27.2089	1.4652e-01	0.0271	0.542	1482.07	64.566	4.3334	7.532307
08 47	147.598	7.3032	34.7903	27.2090	1.5873e-01	0.0246	0.538	1482.07	64.560	4.3330	7.532307
08 47	147.615	7.3028	34.7905	27.2091	1.5873e-01	0.0246	0.535	1482.06	64.554	4.3326	7.532308
08 47	147.610	7.3023	34.7903	27.2091	1.5873e-01	0.0259	0.531	1482.06	64.548	4.3323	7.532308
08 47	147.664	7.3011	34.7911	27.2099	1.4652e-01	0.0271	0.531	1482.06	64.543	4.3321	7.532309
08 47	147.659	7.3002	34.7913	27.2102	1.4652e-01	0.0271	0.535	1482.06	64.538	4.3318	7.532309
08 47	147.688	7.3007	34.7915	27.2102	1.4652e-01	0.0271	0.546	1482.06	64.534	4.3314	7.532310
08 47	147.708	7.3013	34.7918	27.2104	1.5873e-01	0.0271	0.557	1482.06	64.529	4.3311	7.532310
08 47	147.736	7.3023	34.7927	27.2110	1.5873e-01	0.0283	0.553	1482.07	64.525	4.3307	7.532310
08 47	147.744	7.3031	34.7935	27.2115	1.5873e-01	0.0295	0.553	1482.07	64.521	4.3303	7.532311
08 47	147.774	7.3082	34.7913	27.2091	1.4652e-01	0.0295	0.549	1482.09	64.518	4.3296	7.532311
08 47	147.793	7.3137	34.7874	27.2052	1.5873e-01	0.0295	0.542	1482.11	64.514	4.3290	7.532312
08 47	147.810	7.3154	34.7856	27.2035	1.4652e-01	0.0283	0.542	1482.11	64.511	4.3287	7.532312
08 47	147.818	7.3140	34.7856	27.2037	1.4652e-01	0.0295	0.542	1482.10	64.509	4.3286	7.532313
08 47	147.846	7.3120	34.7859	27.2042	1.4652e-01	0.0295	0.546	1482.10	64.507	4.3287	7.532313
08 47	147.878	7.3100	34.7862	27.2048	1.4652e-01	0.0283	0.546	1482.09	64.506	4.3288	7.532314
08 47	147.895	7.3080	34.7869	27.2056	1.4652e-01	0.0283	0.553	1482.08	64.504	4.3289	7.532314
08 47	147.928	7.3065	34.7874	27.2062	1.4652e-01	0.0271	0.553	1482.08	64.440	4.3247	7.532315
08 47	147.933	7.3058	34.7876	27.2064	1.5873e-01	0.0271	0.546	1482.08	64.503	4.3290	7.532315
08 47	147.965	7.3052	34.7878	27.2067	1.5873e-01	0.0283	0.542	1482.08	64.503	4.3291	7.532316
08 47	147.980	7.3047	34.7887	27.2075	1.5873e-01	0.0295	0.542	1482.08	64.441	4.3249	7.532316
08 47	148.001	7.3038	34.7893	27.2080	1.4652e-01	0.0307	0.546	1482.07	64.434	4.3245	7.532317
08 47	148.029	7.3026	34.7903	27.2090	1.5873e-01	0.0295	0.549	1482.07	64.429	4.3242	7.532317
08 47	148.037	7.3018	34.7906	27.2094	1.5873e-01	0.0295	0.549	1482.07	64.423	4.3239	7.532318
08 47	148.065	7.3010	34.7909	27.2097	1.4652e-01	0.0307	0.546	1482.07	64.419	4.3237	7.532318
08 47	148.087	7.3010	34.7903	27.2093	1.4652e-01	0.0283	0.542	1482.07	64.415	4.3235	7.532319
08 47	148.114	7.3012	34.7895	27.2086	1.5873e-01	0.0295	0.546	1482.07	64.412	4.3232	7.532319
08 47	148.136	7.3010	34.7889	27.2081	1.5873e-01	0.0271	0.542	1482.06	64.409	4.3231	7.532320
08 47	148.152	7.2997	34.7892	27.2086	1.5873e-01	0.0295	0.546	1482.06	64.407	4.3231	7.532320
08 47	148.172	7.2981	34.7905	27.2098	1.5873e-01	0.0283	0.590	1482.06	64.468	4.3273	7.532321
08 47	148.188	7.2964	34.7918	27.2111	1.5873e-01	0.0283	0.612	1482.05	64.412	4.3237	7.532321
08 47	148.224	7.2958	34.7921	27.2114	1.4652e-01	0.0283	0.608	1482.05	64.412	4.3237	7.532322
08 47	148.245	7.2952	34.7925	27.2118	1.5873e-01	0.0283	0.601	1482.05	64.412	4.3238	7.532322
08 47	148.262	7.2946	34.7930	27.2123	1.5873e-01	0.0271	0.593	1482.05	64.413	4.3239	7.532323
08 47	148.295	7.2932	34.7940	27.2132	1.5873e-01	0.0259	0.590	1482.04	64.415	4.3241	7.532323
08 47	148.311	7.2938	34.7912	27.2110	1.4652e-01	0.0271	0.582	1482.04	64.417	4.3243	7.532323
08 47	148.331	7.2938	34.7896	27.2097	1.4652e-01	0.0246	0.575	1482.04	64.419	4.3245	7.532324
08 47	148.359	7.2912	34.7897	27.2102	1.5873e-01	0.0259	0.575	1482.03	64.423	4.3250	7.532324
08 47	148.368	7.2887	34.7903	27.2110	1.5873e-01	0.0259	0.575	1482.02	64.490	4.3297	7.532325
08 47	148.396	7.2857	34.7915	27.2124	1.5873e-01	0.0246	0.571	1482.01	64.503	4.3308	7.532325
08 47	148.408	7.2826	34.7934	27.2143	1.5873e-01	0.0259	0.568	1482.00	64.452	4.3277	7.532326
08 47	148.440	7.2807	34.7950	27.2159	1.5873e-01	0.0259	0.560	1482.00	64.458	4.3282	7.532326
08 47	148.457	7.2795	34.7964	27.2171	1.5873e-01	0.0259	0.571	1482.00	64.527	4.3329	7.532327
08 47	148.478	7.2811	34.7960	27.2166	1.5873e-01	0.0259	0.579	1482.00	64.533	4.3332	7.532327
08 47	148.493	7.2832	34.7948	27.2153	1.4652e-01	0.0259	0.575	1482.01	64.546	4.3339	7.532328
08 47	148.514	7.2843	34.7929	27.2137	1.5873e-01	0.0271	0.568	1482.01	64.561	4.3348	7.532328
08 47	148.555	7.2832	34.7928	27.2138	1.4652e-01	0.0271	0.560	1482.01	64.567	4.3354	7.532329
08 47	148.555	7.2821	34.7931	27.2141	1.5873e-01	0.0271	0.557	1482.00	64.574	4.3359	7.532329
08 47	148.575	7.2811	34.7935	27.2146	1.4652e-01	0.0259	0.553	1482.00	64.581	4.3365	7.532330
08 47	148.603	7.2807	34.7945	27.2155	1.4652e-01	0.0283	0.549	1482.00	64.587	4.3369	7.532330
08 47	148.613	7.2806	34.7942	27.2152	1.4652e-01	0.0271	0.557	1482.00	64.594	4.3374	7.532331
08 47	148.640	7.2799	34.7944	27.2155	1.4652e-01	0.0283	0.564	1482.00	64.601	4.3379	7.532331
08 47	148.624	7.2797	34.7935	27.2148	1.5873e-01	0.0283	0.571	1482.00	64.607	4.3384	7.532332
08 47	148.701	7.2781	34.7936	27.2151	1.5873e-01	0.0271	0.571	1481.99	64.614	4.3390	7.532332
08 47	148.701	7.2762	34.7942	27.2159	1.5873e-01	0.0283	0.568	1481.99	64.621	4.3396	7.532333
08 47	148.722	7.2734	34.7948	27.2167	1.5873e-01	0.0271	0.564	1481.98	64.691	4.3446	7.532333
08 47	148.737	7.2709	34.7956	27.2177	1.4652e-01	0.0246	0.557	1481.97	64.642	4.3415	7.532334
08 47	148.747	7.2697	34.7967	27.2187	1.5873e-01	0.0234	0.557	1481.96	64.648	4.3420	7.532334
08 47	148.786	7.2697	34.7962	27.2184	1.4652e-01	0.0259	0.575	1481.96	64.655	4.3425	7.532335
08 47	148.786	7.2691	34.7973	27.2193	1.4652e-01	0.0246	0.597	1481.96	64.661	4.3429	7.532335
08 47	148.819	7.2693	34.7972	27.2192	1.5873e-01	0.0246	0.619	1481.96	64.667	4.3433	7.532336
08 47	148.835	7.2693	34.7969	27.2190	1.4652e-01	0.0271	0.623	1481.96	64.673	4.3438	7.532336
08 47	148.832	7.2694	34.7971	27.2191	1.5873e-01	0.0259	0.612	1481.97	64.680	4.3442	7.532337
08 47	148.885	7.2694	34.7965	27.2187	1.5873e-01	0.0259	0.590	1481.97	64.686	4.3446	7.532337
08 47	148.885	7.2690	34.7975	27.2195	1.5873e-01	0.0259	0.579	1481.96	64.692	4.3450	7.532337
08 47	148.917	7.2690	34.7979	27.2198	1.4652e-01	0.0271	0.582	1481.97	64.699	4.3455	7.532338
08 47	148.921	7.2693	34.7978	27.2197	1.4652e-01	0.0271	0.582	1481.97	64.697	4.3453	7.532338
08 47	148.957	7.2693	34.7979	27.2197	1.5873e-01	0.0271	0.579	1481.97	64.703	4.3457	7.532339
08 47	148.966	7.2697	34.7970	27.2190	1.4652e-01	0.0283	0.564	1481.97	64.709	4.3461	7.532339
08 47	148.981	7.2699	34.7967	27.2187	1.4652e-01	0.0283	0.553	1481.97	64.707	4.3459	7.532340
08 47	149.002	7.2694	34.7970	27.2190	1.4652e-01	0.0283	0.549	1481.97	64.641	4.3416	7.532340
08 47	149.043	7.2696	34.7963	27.2185	1.5873e-01	0.0283	0.546	1481.97	64.694	4.3451	7.532341
08 47	149.030	7.2696	34.7969	27.2189	1.5873e-01	0.0283	0.549	1481.97	64.691	4.3449	7.532341
08 47	149.065	7.2705	34.7970	27.2188	1.5873e-01	0.0271	0.549	1481.97	64.688	4.3446	7.532342
08 47	149.080	7.2721	34.7963	27.2181	1.5873e-01	0.0283	0.546	1481.98	64.685	4.3442	7.532342
08 47	149.104	7.2738	34.7959	27.2175	1.5873e-01	0.0271	0.546	1481.98	64.681	4.3438	7.532343
08 47	149.112	7.2745	34.7960	27.2175	1.4652e-01	0.0259	0.549	1481.99	64.677	4.3435	7.532343
08 47	149.140	7.2757	34.7951	27.2166	1.5873e-01	0.0259	0.553	1481.99	64.672	4.3431	7.532344
08 47	149.150	7.2759	34.7947	27.2162	1.4652e-01	0.0283	0.560	1481.99	64.676	4.3433	7.532344
08 47	149.178	7.2752	34.7953	27.2168	1.4652e-01	0.0271	0.560	1481.99	64.671	4.3431	7.532345
08 47	149.201	7.2743	34.7961	27.2176	1.4652e-01	0.0259	0.568	1481.99	64.666	4.3428	7.532345
08 47	149.211	7.2750	34.7963	27.2177	1.4652e-01	0.0271	0.571	1481.99	64.661	4.3424	7.532346
08 47	149.238	7.2763	34.7955	27.2168	1.5873e-01	0.0271	0.568	1482.00	64.655	4.3419	7.532346
08 47	149.250	7.2766	34.7946	27.2161	1.4652e-01	0.0246	0.575	1482.00	64.586	4.3372	7.532347
08 47	149.271	7.2748	34.7950	27.2167	1.4652e-01	0.0234	0.582	1481.99	64.635	4.3407	7.532347
08 47	149.299	7.2737	34.7954	27.2171	1.5873e-01	0.0246	0.593	1481.99	64.629	4.3404	7.532348
08 47	149.312	7.2739	34.7953	27.2171	1.4652e-01	0.0271	0.604	1481.99	64.623	4.3399	7.532348
08 47	149.320	7.2747	34.7944	27.2162	1.4652e-01	0.0283	0.604	1481.99	64.624	4.3400	7.532349
08 47	149.348	7.2742	34.7945	27.2164	1.5873e-01	0.0283	0.601	1481.99	64.625	4.3401	7.532349
08 47	149.373	7.2724	34.7962	27.2179	1.5873e-01	0.0283	0.601	1481.98	64.618	4.3398	7.532350
08 47	149.394	7.2728	34.7957	27.2175	1.4652e-01	0.0283	0.597	1481.99	64.548	4.3350	7.532350
08 47	149.409	7.2729	34.7953	27.2172	1.4652e-01	0.0295	0.590	1481.99	64.604	4.3388	7.532351
08 47	149.409	7.2734	34.7948	27.2167	1.4652e-01	0.0283	0.586	1481.99	64.541	4.3346	7.532351
08 47	149.455	7.2729	34.7955	27.2173	1.4652e-01	0.0295	0.586	1481.99	64.535	4.3342	7.532351
08 47	149.458	7.2728	34.7956	27.2175	1.5873e-01	0.0283	0.571	1481.99	64.529	4.3337	7.532352
08 47	149.483	7.2734	34.7959	27.2176	1.4652e-01	0.0283	0.560	1481.99	64.523	4.3333	7.532352
08 47	149.504	7.2728	34.7970	27.2186	1.4652e-01	0.0295	0.549	1481.99	64.517	4.3329	7.532353
08 47	149.519	7.2724	34.7971	27.2187	1.4652e-01	0.0271	0.549	1481.99	64.512	4.3326	7.532353
08 47	149.532	7.2724	34.7971	27.2187	1.4652e-01	0.0271	0.549	1481.99	64.507	4.3323	7.532354
08 47	149.553	7.2728	34.7973	27.2187	1.4652e-01	0.0246	0.553	1481.99	64.502	4.3319	7.532354
08 47	149.592	7.2729	34.7969	27.2184	1.4652e-01	0.0246	0.557	1481.99	64.498	4.3316	7.532355
08 47	149.581	7.2724	34.7967	27.2183	1.4652e-01	0.0283	0.557	1481.99	64.494	4.3314	7.532355
08 47	149.627	7.2716	34.7969	27.2186	1.4652e-01	0.0295	0.553	1481.99	64.490	4.3312	7.532356
08 47	149.628	7.2711	34.7972	27.2189	1.5873e-01	0.0295	0.553	1481.99	64.487	4.3310	7.532356
08 47	149.642	7.2702	34.7982	27.2198	1.5873e-01	0.0283	0.557	1481.98	64.492	4.3314	7.532357
08 47	149.663	7.2689	34.7990	27.2206	1.5873e-01	0.0283	0.560	1481.98	64.490	4.3314	7.532357
08 47	149.702	7.2682	34.7993	27.2210	1.5873e-01	0.0283	0.564	1481.98	64.488	4.3313	7.532358
08 47	149.702	7.2678	34.7996	27.2213	1.4652e-01	0.0271	0.568	1481.98	64.486	4.3312	7.532358
08 47	149.727	7.2673	34.8001	27.2218	1.4652e-01	0.0246	0.571	1481.98	64.484	4.3312	7.532359
08 47	149.748	7.2666	34.7995	27.2214	1.4652e-01	0.0246	0.571	1481.97	64.483	4.3312	7.532359
08 47	149.776	7.2657	34.8005	27.2223	1.5873e-01	0.0259	0.571	1481.97	64.483	4.3312	7.532360
08 47	149.776	7.2652	34.8008	27.2226	1.4652e-01	0.0259	0.564	1481.97	64.482	4.3312	7.532360
08 47	149.797	7.2657	34.8002	27.2221	1.4652e-01	0.0271	0.564	1481.97	64.482	4.3312	7.532361
08 47	149.825	7.2657	34.8004	27.2222	1.4652e-01	0.0295	0.575	1481.97	64.482	4.3312	7.532361
08 47	149.848	7.2660	34.8005	27.2223	1.4652e-01	0.0295	0.626	1481.97	64.483	4.3312	7.532362
08 47	149.858	7.2668	34.8000	27.2218	1.5873e-01	0.0283	0.670	1481.98	64.483	4.3311	7.532362
08 47	149.873	7.2673	34.8000	27.2217	1.4652e-01	0.0283	0.656	1481.98	64.484	4.3312	7.532363
08 47	149.897	7.2678	34.7992	27.2210	1.5873e-01	0.0307	0.619	1481.98	64.486	4.3312	7.532363
08 47	149.910	7.2679	34.7987	27.2206	1.5873e-01	0.0307	0.601	1481.98	64.488	4.3314	7.532364
08 47	149.932	7.2673	34.7987	27.2206	1.4652e-01	0.0283	0.593	1481.98	64.482	4.3310	7.532364
08 47	149.946	7.2675	34.7983	27.2203	1.5873e-01	0.0246	0.582	1481.98	64.484	4.3311	7.532364
08 47	149.982	7.2674	34.7986	27.2206	1.5873e-01	0.0259	0.571	1481.98	64.486	4.3313	7.532365
08 47	149.992	7.2674	34.7986	27.2206	1.4652e-01	0.0259	0.568	1481.98	64.552	4.3357	7.532365
08 47	150.007	7.2673	34.7988	27.2207	1.5873e-01	0.0271	0.590	1481.98	64.499	4.3322	7.532366
08 47	150.032	7.2669	34.7989	27.2209	1.4652e-01	0.0271	0.597	1481.98	64.502	4.3324	7.532366
08 47	150.045	7.2664	34.7998	27.2216	1.5873e-01	0.0259	0.590	1481.98	64.506	4.3327	7.532367
08 47	150.079	7.2664	34.8000	27.2218	1.5873e-01	0.0246	0.586	1481.98	64.573	4.3372	7.532367
08 47	150.081	7.2671	34.7999	27.2216	1.4652e-01	0.0246	0.582	1481.98	64.521	4.3336	7.532368
08 47	150.094	7.2669	34.8004	27.2221	1.4652e-01	0.0246	0.575	1481.98	64.588	4.3381	7.532368
08 47	150.130	7.2671	34.8008	27.2223	1.4652e-01	0.0222	0.568	1481.98	64.537	4.3347	7.532369
08 47	150.151	7.2672	34.8006	27.2221	1.4652e-01	0.0222	0.568	1481.98	64.541	4.3350	7.532369
08 47	150.154	7.2675	34.8005	27.2220	1.4652e-01	0.0234	0.568	1481.98	64.609	4.3395	7.532370
08 47	150.191	7.2679	34.8004	27.2219	1.4652e-01	0.0246	0.571	1481.99	64.550	4.3355	7.532370
08 47	150.191	7.2679	34.7995	27.2212	1.4652e-01	0.0246	0.575	1481.99	64.555	4.3358	7.532371
08 47	150.238	7.2679	34.7987	27.2205	1.4652e-01	0.0259	0.579	1481.98	64.560	4.3362	7.532371
08 47	150.240	7.2673	34.7992	27.2210	1.5873e-01	0.0283	0.579	1481.98	64.565	4.3366	7.532372
08 47	150.264	7.2668	34.7996	27.2214	1.5873e-01	0.0271	0.582	1481.98	64.571	4.3370	7.532372
08 47	150.289	7.2663	34.8001	27.2219	1.5873e-01	0.0271	0.582	1481.98	64.577	4.3375	7.532373
08 47	150.310	7.2660	34.8002	27.2220	1.4652e-01	0.0271	0.575	1481.98	64.583	4.3379	7.532373
08 47	150.300	7.2658	34.8002	27.2220	1.5873e-01	0.0283	0.586	1481.98	64.582	4.3378	7.532374
08 47	150.350	7.2656	34.8009	27.2226	1.5873e-01	0.0283	0.586	1481.98	64.588	4.3383	7.532374
08 47	150.363	7.2656	34.8012	27.2228	1.4652e-01	0.0271	0.582	1481.98	64.587	4.3382	7.532375
08 47	150.384	7.2656	34.8013	27.2230	1.5873e-01	0.0283	0.575	1481.98	64.649	4.3424	7.532375
08 47	150.399	7.2662	34.8008	27.2225	1.5873e-01	0.0295	0.564	1481.98	64.592	4.3385	7.532376
08 47	150.435	7.2659	34.8010	27.2227	1.4652e-01	0.0320	0.557	1481.98	64.591	4.3384	7.532376
08 47	150.448	7.2658	34.8010	27.2226	1.4652e-01	0.0295	0.557	1481.98	64.590	4.3383	7.532377
08 47	150.458	7.2659	34.8010	27.2226	1.4652e-01	0.0271	0.549	1481.98	64.588	4.3382	7.532377
08 47	150.497	7.2661	34.8011	27.2227	1.4652e-01	0.0283	0.549	1481.99	64.587	4.3381	7.532378
08 47	150.508	7.2665	34.8003	27.2220	1.5873e-01	0.0271	0.549	1481.99	64.585	4.3380	7.532378
08 47	150.533	7.2669	34.8004	27.2220	1.4652e-01	0.0283	0.557	1481.99	64.584	4.3379	7.532378
08 47	150.543	7.2679	34.8003	27.2218	1.4652e-01	0.0307	0.557	1481.99	64.582	4.3377	7.532379
08 47	150.582	7.2690	34.7991	27.2207	1.4652e-01	0.0307	0.553	1482.00	64.581	4.3375	7.532379
08 47	150.594	7.2690	34.7989	27.2206	1.5873e-01	0.0320	0.557	1482.00	64.579	4.3374	7.532380
08 47	150.607	7.2679	34.7992	27.2210	1.5873e-01	0.0307	0.557	1481.99	64.578	4.3374	7.532380
08 47	150.643	7.2659	34.8003	27.2220	1.5873e-01	0.0295	0.553	1481.99	64.577	4.3375	7.532381
08 47	150.641	7.2637	34.8014	27.2233	1.4652e-01	0.0295	0.553	1481.98	64.575	4.3376	7.532381
08 47	150.692	7.2600	34.8031	27.2252	1.4652e-01	0.0295	0.549	1481.97	64.511	4.3336	7.532382
08 47	150.692	7.2577	34.8048	27.2268	1.4652e-01	0.0271	0.546	1481.96	64.566	4.3374	7.532382
08 47	150.717	7.2595	34.8031	27.2252	1.4652e-01	0.0234	0.546	1481.97	64.501	4.3330	7.532383
08 47	150.753	7.2618	34.8013	27.2235	1.5873e-01	0.0259	0.546	1481.97	64.493	4.3322	7.532383
08 47	150.751	7.2618	34.8015	27.2236	1.7094e-01	0.0283	0.546	1481.97	64.484	4.3317	7.532384
08 47	150.777	7.2616	34.8019	27.2239	1.5873e-01	0.0283	0.553	1481.97	64.476	4.3311	7.532384
08 47	150.789	7.2621	34.8018	27.2238	1.5873e-01	0.0283	0.557	1481.98	64.469	4.3306	7.532385
08 47	150.813	7.2621	34.8024	27.2243	1.5873e-01	0.0271	0.560	1481.98	64.525	4.3343	7.532385
08 47	150.851	7.2618	34.8027	27.2246	1.5873e-01	0.0295	0.575	1481.98	64.462	4.3301	7.532386
08 47	150.861	7.2622	34.8018	27.2238	1.5873e-01	0.0271	0.590	1481.98	64.518	4.3339	7.532386
08 47	150.887	7.2630	34.8014	27.2234	1.4652e-01	0.0246	0.586	1481.98	64.456	4.3296	7.532387
08 47	150.899	7.2638	34.8012	27.2231	1.4652e-01	0.0259	0.579	1481.98	64.449	4.3291	7.532387
