%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	53.721	9.3672	34.6158	26.7568	1.4652e-01	-0.0120	0.546	1487.99	74.970	4.8112	7.530151
08 47	53.731	9.3670	34.6161	26.7570	1.4652e-01	-0.0120	0.549	1487.99	74.975	4.8116	7.530152
08 47	53.757	9.3672	34.6160	26.7570	1.4652e-01	-0.0120	0.549	1487.99	74.912	4.8075	7.530152
08 47	53.781	9.3672	34.6158	26.7568	1.4652e-01	-0.0120	0.549	1487.99	74.904	4.8070	7.530153
08 47	53.817	9.3667	34.6158	26.7569	1.4652e-01	-0.0120	0.549	1487.99	74.896	4.8065	7.530153
08 47	53.806	9.3664	34.6155	26.7567	1.4652e-01	-0.0120	0.553	1487.98	74.887	4.8060	7.530154
08 47	53.853	9.3655	34.6156	26.7569	1.4652e-01	-0.0120	0.549	1487.98	74.878	4.8055	7.530154
08 47	53.877	9.3653	34.6159	26.7572	1.4652e-01	-0.0120	0.546	1487.98	74.877	4.8054	7.530155
08 47	53.889	9.3649	34.6164	26.7577	1.4652e-01	-0.0120	0.549	1487.98	74.876	4.8054	7.530155
08 47	53.902	9.3651	34.6166	26.7577	1.4652e-01	-0.0120	0.557	1487.98	74.868	4.8048	7.530156
08 47	53.937	9.3646	34.6165	26.7578	1.4652e-01	-0.0120	0.557	1487.98	74.867	4.8048	7.530156
08 47	53.937	9.3646	34.6164	26.7577	1.4652e-01	-0.0120	0.564	1487.98	74.859	4.8043	7.530157
08 47	53.986	9.3643	34.6164	26.7577	1.4652e-01	-0.0120	0.560	1487.98	74.851	4.8039	7.530157
08 47	53.986	9.3643	34.6161	26.7575	1.4652e-01	-0.0120	0.557	1487.98	74.844	4.8034	7.530158
08 47	54.009	9.3643	34.6160	26.7574	1.4652e-01	-0.0120	0.549	1487.98	74.843	4.8034	7.530158
08 47	54.032	9.3646	34.6158	26.7572	1.4652e-01	-0.0120	0.549	1487.98	74.835	4.8028	7.530159
08 47	54.058	9.3643	34.6160	26.7574	1.4652e-01	-0.0120	0.546	1487.98	74.828	4.8024	7.530159
08 47	54.082	9.3639	34.6157	26.7573	1.4652e-01	-0.0120	0.542	1487.98	74.821	4.8020	7.530160
08 47	54.093	9.3633	34.6162	26.7578	1.4652e-01	-0.0120	0.538	1487.98	74.874	4.8055	7.530160
08 47	54.118	9.3630	34.6167	26.7582	1.4652e-01	-0.0120	0.538	1487.98	74.812	4.8015	7.530161
08 47	54.142	9.3628	34.6167	26.7582	1.4652e-01	-0.0120	0.538	1487.98	74.805	4.8010	7.530161
08 47	54.152	9.3625	34.6166	26.7582	1.4652e-01	-0.0120	0.553	1487.98	74.804	4.8010	7.530162
08 47	54.167	9.3620	34.6168	26.7584	1.4652e-01	-0.0120	0.560	1487.98	74.804	4.8010	7.530162
08 47	54.202	9.3613	34.6164	26.7582	1.4652e-01	-0.0120	0.560	1487.97	74.804	4.8011	7.530163
08 47	54.214	9.3600	34.6172	26.7590	1.4652e-01	-0.0120	0.557	1487.97	74.797	4.8008	7.530163
08 47	54.251	9.3597	34.6172	26.7591	1.4652e-01	-0.0120	0.549	1487.97	74.851	4.8043	7.530163
08 47	54.251	9.3600	34.6161	26.7582	1.4652e-01	-0.0120	0.546	1487.97	74.858	4.8047	7.530164
08 47	54.272	9.3588	34.6162	26.7585	1.4652e-01	-0.0120	0.542	1487.97	74.865	4.8053	7.530164
08 47	54.298	9.3569	34.6168	26.7592	1.4652e-01	-0.0120	0.546	1487.96	74.871	4.8059	7.530165
08 47	54.311	9.3553	34.6174	26.7600	1.4652e-01	-0.0120	0.549	1487.96	74.817	4.8026	7.530165
08 47	54.334	9.3552	34.6184	26.7608	1.4652e-01	-0.0120	0.549	1487.96	74.878	4.8065	7.530166
08 47	54.358	9.3557	34.6185	26.7608	1.4652e-01	-0.0120	0.546	1487.96	74.885	4.8069	7.530166
08 47	54.371	9.3566	34.6172	26.7596	1.4652e-01	-0.0120	0.538	1487.96	74.892	4.8073	7.530167
08 47	54.406	9.3563	34.6168	26.7593	1.4652e-01	-0.0120	0.538	1487.96	74.838	4.8039	7.530167
08 47	54.419	9.3559	34.6166	26.7593	1.4652e-01	-0.0120	0.538	1487.96	74.900	4.8079	7.530168
08 47	54.432	9.3557	34.6169	26.7595	1.4652e-01	-0.0120	0.538	1487.96	74.907	4.8083	7.530168
08 47	54.454	9.3556	34.6170	26.7596	1.4652e-01	-0.0120	0.538	1487.96	74.914	4.8088	7.530169
08 47	54.467	9.3555	34.6176	26.7601	1.4652e-01	-0.0120	0.542	1487.96	74.921	4.8093	7.530169
08 47	54.490	9.3556	34.6175	26.7600	1.4652e-01	-0.0120	0.538	1487.96	74.929	4.8097	7.530170
08 47	54.528	9.3568	34.6166	26.7591	1.4652e-01	-0.0120	0.542	1487.96	74.990	4.8136	7.530170
08 47	54.528	9.3573	34.6163	26.7588	1.4652e-01	-0.0120	0.542	1487.96	75.004	4.8144	7.530171
08 47	54.552	9.3566	34.6161	26.7588	1.4652e-01	-0.0120	0.546	1487.96	75.017	4.8153	7.530171
08 47	54.575	9.3550	34.6171	26.7598	1.4652e-01	-0.0120	0.549	1487.96	74.969	4.8124	7.530172
08 47	54.597	9.3537	34.6178	26.7605	1.4652e-01	-0.0120	0.553	1487.95	75.036	4.8168	7.530172
08 47	54.612	9.3535	34.6183	26.7610	1.4652e-01	-0.0120	0.553	1487.95	74.987	4.8137	7.530173
08 47	54.635	9.3534	34.6186	26.7612	1.4652e-01	-0.0120	0.557	1487.96	74.993	4.8141	7.530173
08 47	54.648	9.3534	34.6181	26.7608	1.4652e-01	-0.0108	0.560	1487.95	74.999	4.8145	7.530174
08 47	54.693	9.3537	34.6178	26.7606	1.4652e-01	-0.0120	0.564	1487.96	75.005	4.8148	7.530174
08 47	54.684	9.3537	34.6184	26.7611	1.4652e-01	-0.0120	0.564	1487.96	75.011	4.8152	7.530175
08 47	54.719	9.3538	34.6185	26.7611	1.4652e-01	-0.0120	0.564	1487.96	75.017	4.8155	7.530175
08 47	54.732	9.3537	34.6186	26.7612	1.4652e-01	-0.0120	0.560	1487.96	75.023	4.8159	7.530176
08 47	54.757	9.3535	34.6182	26.7609	1.4652e-01	-0.0120	0.560	1487.96	75.021	4.8159	7.530176
08 47	54.778	9.3530	34.6187	26.7614	1.4652e-01	-0.0120	0.564	1487.96	75.020	4.8158	7.530177
08 47	54.804	9.3530	34.6186	26.7613	1.4652e-01	-0.0120	0.568	1487.96	75.018	4.8157	7.530177
08 47	54.817	9.3530	34.6182	26.7610	1.4652e-01	-0.0120	0.571	1487.96	75.016	4.8156	7.530177
08 47	54.840	9.3529	34.6186	26.7613	1.4652e-01	-0.0120	0.568	1487.96	75.014	4.8154	7.530178
08 47	54.851	9.3530	34.6188	26.7614	1.4652e-01	-0.0120	0.568	1487.96	75.011	4.8152	7.530178
08 47	54.877	9.3532	34.6187	26.7613	1.4652e-01	-0.0120	0.568	1487.96	74.947	4.8111	7.530179
08 47	54.900	9.3532	34.6184	26.7611	1.4652e-01	-0.0120	0.568	1487.96	74.999	4.8144	7.530179
08 47	54.924	9.3532	34.6178	26.7607	1.4652e-01	-0.0120	0.564	1487.96	74.934	4.8103	7.530180
08 47	54.947	9.3531	34.6179	26.7607	1.4652e-01	-0.0120	0.564	1487.96	74.924	4.8097	7.530180
08 47	54.949	9.3529	34.6182	26.7610	1.4652e-01	-0.0120	0.564	1487.96	74.914	4.8090	7.530181
08 47	54.984	9.3527	34.6184	26.7612	1.4652e-01	-0.0120	0.568	1487.96	74.904	4.8084	7.530181
08 47	55.009	9.3527	34.6182	26.7610	1.4652e-01	-0.0120	0.575	1487.96	74.894	4.8078	7.530182
08 47	55.032	9.3524	34.6186	26.7614	1.4652e-01	-0.0120	0.579	1487.96	74.823	4.8032	7.530182
08 47	55.045	9.3522	34.6186	26.7614	1.4652e-01	-0.0120	0.586	1487.96	74.868	4.8061	7.530183
08 47	55.058	9.3520	34.6187	26.7615	1.4652e-01	-0.0120	0.586	1487.96	74.858	4.8055	7.530183
08 47	55.105	9.3520	34.6181	26.7611	1.4652e-01	-0.0120	0.586	1487.96	74.794	4.8014	7.530184
08 47	55.103	9.3517	34.6183	26.7612	1.4652e-01	-0.0120	0.579	1487.96	74.839	4.8044	7.530184
08 47	55.140	9.3514	34.6186	26.7615	1.4652e-01	-0.0108	0.575	1487.96	74.769	4.7999	7.530185
08 47	55.140	9.3510	34.6186	26.7616	1.4652e-01	-0.0108	0.571	1487.96	74.753	4.7989	7.530185
08 47	55.189	9.3509	34.6186	26.7617	1.4652e-01	-0.0096	0.571	1487.96	74.738	4.7979	7.530186
08 47	55.199	9.3507	34.6191	26.7620	1.4652e-01	-0.0108	0.575	1487.96	74.723	4.7970	7.530186
08 47	55.214	9.3505	34.6186	26.7617	1.4652e-01	-0.0120	0.579	1487.95	74.708	4.7961	7.530187
08 47	55.249	9.3500	34.6190	26.7620	1.4652e-01	-0.0120	0.582	1487.95	74.640	4.7917	7.530187
08 47	55.262	9.3499	34.6192	26.7623	1.4652e-01	-0.0120	0.586	1487.95	74.626	4.7908	7.530188
08 47	55.284	9.3499	34.6194	26.7624	1.4652e-01	-0.0120	0.590	1487.95	74.614	4.7900	7.530188
08 47	55.310	9.3497	34.6195	26.7625	1.4652e-01	-0.0120	0.590	1487.95	74.602	4.7893	7.530189
08 47	55.334	9.3499	34.6194	26.7625	1.4652e-01	-0.0120	0.590	1487.96	74.584	4.7881	7.530189
08 47	55.344	9.3500	34.6188	26.7620	1.3431e-01	-0.0120	0.586	1487.96	74.574	4.7875	7.530190
08 47	55.383	9.3499	34.6193	26.7623	1.4652e-01	-0.0120	0.586	1487.96	74.564	4.7869	7.530190
08 47	55.394	9.3499	34.6193	26.7623	1.4652e-01	-0.0120	0.590	1487.96	74.556	4.7863	7.530190
08 47	55.405	9.3500	34.6190	26.7621	1.4652e-01	-0.0120	0.612	1487.96	74.541	4.7854	7.530191
08 47	55.440	9.3497	34.6193	26.7624	1.4652e-01	-0.0108	0.630	1487.96	74.534	4.7849	7.530191
08 47	55.466	9.3499	34.6191	26.7622	1.4652e-01	-0.0108	0.648	1487.96	74.466	4.7806	7.530192
08 47	55.479	9.3497	34.6193	26.7623	1.4652e-01	-0.0120	0.652	1487.96	74.516	4.7838	7.530192
08 47	55.500	9.3497	34.6193	26.7623	1.4652e-01	-0.0120	0.648	1487.96	74.511	4.7835	7.530193
08 47	55.526	9.3497	34.6190	26.7621	1.4652e-01	-0.0120	0.630	1487.96	74.508	4.7833	7.530193
08 47	55.563	9.3494	34.6190	26.7622	1.4652e-01	-0.0108	0.612	1487.96	74.512	4.7836	7.530194
08 47	55.560	9.3496	34.6187	26.7619	1.4652e-01	-0.0096	0.601	1487.96	74.518	4.7839	7.530194
08 47	55.588	9.3492	34.6188	26.7620	1.4652e-01	-0.0083	0.597	1487.96	74.525	4.7844	7.530195
08 47	55.610	9.3489	34.6184	26.7618	1.4652e-01	-0.0096	0.593	1487.96	74.525	4.7845	7.530195
08 47	55.635	9.3476	34.6187	26.7623	1.4652e-01	-0.0108	0.593	1487.95	74.534	4.7852	7.530196
08 47	55.669	9.3466	34.6199	26.7634	1.4652e-01	-0.0108	0.590	1487.95	74.537	4.7854	7.530196
08 47	55.670	9.3463	34.6199	26.7634	1.4652e-01	-0.0120	0.593	1487.95	74.540	4.7857	7.530197
08 47	55.708	9.3458	34.6199	26.7635	1.4652e-01	-0.0120	0.593	1487.95	74.545	4.7860	7.530197
08 47	55.729	9.3451	34.6207	26.7642	1.4652e-01	-0.0120	0.590	1487.95	74.550	4.7864	7.530198
08 47	55.744	9.3451	34.6205	26.7641	1.4652e-01	-0.0120	0.586	1487.95	74.557	4.7868	7.530198
08 47	55.768	9.3451	34.6205	26.7640	1.4652e-01	-0.0096	0.586	1487.95	74.564	4.7873	7.530199
08 47	55.789	9.3446	34.6201	26.7638	1.4652e-01	-0.0083	0.590	1487.94	74.571	4.7878	7.530199
08 47	55.828	9.3437	34.6210	26.7647	1.4652e-01	-0.0096	0.593	1487.94	74.580	4.7885	7.530200
08 47	55.851	9.3443	34.6210	26.7646	1.4652e-01	-0.0120	0.597	1487.95	74.651	4.7930	7.530200
08 47	55.861	9.3446	34.6209	26.7644	1.4652e-01	-0.0120	0.593	1487.95	74.668	4.7940	7.530201
08 47	55.875	9.3451	34.6204	26.7640	1.4652e-01	-0.0120	0.590	1487.95	74.685	4.7951	7.530201
08 47	55.911	9.3453	34.6202	26.7638	1.4652e-01	-0.0120	0.586	1487.95	74.703	4.7962	7.530202
08 47	55.921	9.3451	34.6201	26.7638	1.4652e-01	-0.0120	0.590	1487.95	74.722	4.7975	7.530202
08 47	55.960	9.3450	34.6194	26.7632	1.4652e-01	-0.0120	0.590	1487.95	74.734	4.7983	7.530203
08 47	55.973	9.3435	34.6203	26.7642	1.4652e-01	-0.0120	0.590	1487.94	74.754	4.7997	7.530203
08 47	55.994	9.3425	34.6206	26.7646	1.4652e-01	-0.0120	0.586	1487.94	74.828	4.8045	7.530204
08 47	56.020	9.3412	34.6217	26.7656	1.4652e-01	-0.0120	0.586	1487.94	74.787	4.8020	7.530204
08 47	56.041	9.3417	34.6214	26.7653	1.4652e-01	-0.0108	0.586	1487.94	74.800	4.8028	7.530204
08 47	56.056	9.3424	34.6210	26.7649	1.4652e-01	-0.0108	0.582	1487.94	74.875	4.8075	7.530205
08 47	56.093	9.3427	34.6211	26.7649	1.4652e-01	-0.0108	0.586	1487.94	74.895	4.8088	7.530205
08 47	56.101	9.3430	34.6210	26.7648	1.4652e-01	-0.0120	0.590	1487.95	74.908	4.8096	7.530206
08 47	56.129	9.3430	34.6207	26.7645	1.4652e-01	-0.0120	0.590	1487.95	74.928	4.8109	7.530206
08 47	56.165	9.3428	34.6205	26.7644	1.4652e-01	-0.0096	0.593	1487.94	74.948	4.8122	7.530207
08 47	56.162	9.3427	34.6206	26.7645	1.4652e-01	-0.0083	0.601	1487.94	74.961	4.8130	7.530207
08 47	56.201	9.3426	34.6211	26.7649	1.4652e-01	-0.0096	0.615	1487.95	75.042	4.8182	7.530208
08 47	56.214	9.3428	34.6205	26.7644	1.4652e-01	-0.0120	0.623	1487.95	75.061	4.8195	7.530208
08 47	56.235	9.3427	34.6205	26.7645	1.4652e-01	-0.0120	0.626	1487.95	75.080	4.8207	7.530209
08 47	56.274	9.3425	34.6196	26.7638	1.4652e-01	-0.0120	0.630	1487.94	75.098	4.8219	7.530209
08 47	56.282	9.3417	34.6203	26.7644	1.4652e-01	-0.0120	0.619	1487.94	75.116	4.8231	7.530210
08 47	56.309	9.3411	34.6210	26.7651	1.4652e-01	-0.0120	0.608	1487.94	75.133	4.8242	7.530210
08 47	56.321	9.3407	34.6213	26.7654	1.4652e-01	-0.0108	0.601	1487.94	75.142	4.8248	7.530211
08 47	56.342	9.3407	34.6213	26.7654	1.4652e-01	-0.0108	0.601	1487.94	75.150	4.8254	7.530211
08 47	56.381	9.3406	34.6215	26.7655	1.4652e-01	-0.0120	0.604	1487.94	75.158	4.8259	7.530212
08 47	56.394	9.3402	34.6216	26.7657	1.4652e-01	-0.0120	0.608	1487.94	75.165	4.8264	7.530212
08 47	56.415	9.3396	34.6215	26.7658	1.4652e-01	-0.0120	0.612	1487.94	75.171	4.8268	7.530213
08 47	56.430	9.3396	34.6219	26.7660	1.4652e-01	-0.0120	0.623	1487.94	75.237	4.8310	7.530213
08 47	56.451	9.3396	34.6220	26.7662	1.4652e-01	-0.0120	0.626	1487.94	75.186	4.8278	7.530214
08 47	56.490	9.3396	34.6220	26.7661	1.4652e-01	-0.0120	0.619	1487.94	75.189	4.8280	7.530214
08 47	56.490	9.3401	34.6216	26.7657	1.4652e-01	-0.0120	0.619	1487.94	75.191	4.8281	7.530215
08 47	56.522	9.3401	34.6217	26.7658	1.4652e-01	-0.0120	0.626	1487.94	75.193	4.8282	7.530215
08 47	56.550	9.3397	34.6216	26.7658	1.4652e-01	-0.0120	0.626	1487.94	75.186	4.8278	7.530216
08 47	56.558	9.3393	34.6216	26.7659	1.4652e-01	-0.0120	0.626	1487.94	75.247	4.8317	7.530216
08 47	56.586	9.3388	34.6217	26.7660	1.4652e-01	-0.0108	0.626	1487.94	75.252	4.8321	7.530217
08 47	56.599	9.3388	34.6219	26.7662	1.4652e-01	-0.0083	0.626	1487.94	75.256	4.8323	7.530217
08 47	56.631	9.3386	34.6217	26.7660	1.4652e-01	-0.0096	0.626	1487.94	75.197	4.8286	7.530217
08 47	56.646	9.3388	34.6215	26.7659	1.3431e-01	-0.0083	0.619	1487.94	75.254	4.8322	7.530218
08 47	56.679	9.3386	34.6216	26.7660	1.4652e-01	-0.0059	0.608	1487.94	75.255	4.8323	7.530218
08 47	56.682	9.3391	34.6212	26.7656	1.4652e-01	-0.0035	0.604	1487.94	75.254	4.8322	7.530219
08 47	56.703	9.3389	34.6217	26.7660	1.4652e-01	-0.0071	0.604	1487.94	75.253	4.8321	7.530219
08 47	56.744	9.3392	34.6217	26.7659	1.4652e-01	-0.0083	0.601	1487.94	75.250	4.8319	7.530220
08 47	56.744	9.3393	34.6218	26.7660	1.4652e-01	-0.0083	0.601	1487.94	75.246	4.8317	7.530220
08 47	56.763	9.3397	34.6214	26.7656	1.4652e-01	-0.0071	0.608	1487.94	75.241	4.8313	7.530221
08 47	56.791	9.3395	34.6220	26.7661	1.4652e-01	-0.0071	0.615	1487.95	75.235	4.8309	7.530221
08 47	56.823	9.3402	34.6210	26.7652	1.4652e-01	-0.0071	0.615	1487.95	75.228	4.8304	7.530222
08 47	56.827	9.3402	34.6211	26.7653	1.4652e-01	-0.0071	0.612	1487.95	75.220	4.8299	7.530222
08 47	56.848	9.3400	34.6208	26.7651	1.4652e-01	-0.0059	0.615	1487.95	75.210	4.8293	7.530223
08 47	56.864	9.3394	34.6210	26.7654	1.4652e-01	-0.0071	0.612	1487.94	75.200	4.8287	7.530223
08 47	56.900	9.3392	34.6208	26.7652	1.4652e-01	-0.0096	0.604	1487.94	75.195	4.8284	7.530224
08 47	56.919	9.3392	34.6202	26.7648	1.4652e-01	-0.0108	0.601	1487.94	75.190	4.8281	7.530224
08 47	56.924	9.3393	34.6202	26.7648	1.3431e-01	-0.0108	0.604	1487.94	75.183	4.8277	7.530225
08 47	56.957	9.3395	34.6198	26.7644	1.3431e-01	-0.0108	0.604	1487.95	75.238	4.8311	7.530225
08 47	56.984	9.3394	34.6193	26.7641	1.3431e-01	-0.0108	0.601	1487.94	75.175	4.8272	7.530226
08 47	56.992	9.3390	34.6195	26.7643	1.4652e-01	-0.0120	0.593	1487.94	75.166	4.8266	7.530226
08 47	57.020	9.3384	34.6203	26.7650	1.4652e-01	-0.0120	0.582	1487.94	75.156	4.8260	7.530227
08 47	57.040	9.3382	34.6206	26.7652	1.4652e-01	-0.0120	0.575	1487.94	75.152	4.8258	7.530227
08 47	57.056	9.3382	34.6214	26.7658	1.4652e-01	-0.0120	0.571	1487.94	75.140	4.8250	7.530228
08 47	57.080	9.3380	34.6218	26.7662	1.4652e-01	-0.0120	0.571	1487.94	75.128	4.8242	7.530228
08 47	57.088	9.3385	34.6214	26.7658	1.3431e-01	-0.0120	0.571	1487.95	75.122	4.8238	7.530229
08 47	57.116	9.3387	34.6211	26.7656	1.4652e-01	-0.0120	0.571	1487.95	75.116	4.8234	7.530229
08 47	57.149	9.3385	34.6210	26.7655	1.4652e-01	-0.0120	0.579	1487.95	75.108	4.8229	7.530230
08 47	57.165	9.3380	34.6212	26.7657	1.4652e-01	-0.0120	0.586	1487.95	75.101	4.8225	7.530230
08 47	57.173	9.3374	34.6214	26.7660	1.4652e-01	-0.0120	0.586	1487.94	75.092	4.8220	7.530231
08 47	57.201	9.3376	34.6213	26.7659	1.4652e-01	-0.0120	0.582	1487.94	75.084	4.8214	7.530231
08 47	57.233	9.3369	34.6218	26.7664	1.4652e-01	-0.0120	0.579	1487.94	75.143	4.8253	7.530231
08 47	57.249	9.3369	34.6218	26.7664	1.4652e-01	-0.0120	0.579	1487.94	75.085	4.8216	7.530232
08 47	57.257	9.3367	34.6214	26.7661	1.4652e-01	-0.0120	0.575	1487.94	75.082	4.8214	7.530232
08 47	57.285	9.3357	34.6217	26.7665	1.4652e-01	-0.0120	0.568	1487.94	75.078	4.8213	7.530233
08 47	57.293	9.3346	34.6226	26.7674	1.4652e-01	-0.0120	0.560	1487.94	75.075	4.8211	7.530233
08 47	57.334	9.3348	34.6224	26.7672	1.4652e-01	-0.0120	0.557	1487.94	75.071	4.8209	7.530234
08 47	57.342	9.3343	34.6226	26.7674	1.4652e-01	-0.0120	0.557	1487.94	75.066	4.8206	7.530234
08 47	57.357	9.3343	34.6227	26.7675	1.4652e-01	-0.0120	0.560	1487.94	75.062	4.8203	7.530235
08 47	57.389	9.3343	34.6226	26.7674	1.4652e-01	-0.0120	0.564	1487.94	75.118	4.8239	7.530235
08 47	57.405	9.3338	34.6229	26.7678	1.4652e-01	-0.0120	0.582	1487.94	75.058	4.8201	7.530236
08 47	57.414	9.3339	34.6226	26.7675	1.4652e-01	-0.0120	0.597	1487.94	75.114	4.8237	7.530236
08 47	57.454	9.3341	34.6225	26.7674	1.4652e-01	-0.0120	0.597	1487.94	75.060	4.8202	7.530237
08 47	57.462	9.3340	34.6225	26.7674	1.4652e-01	-0.0120	0.586	1487.94	75.115	4.8238	7.530237
08 47	57.477	9.3338	34.6228	26.7676	1.4652e-01	-0.0120	0.571	1487.94	75.054	4.8198	7.530238
08 47	57.510	9.3341	34.6228	26.7676	1.4652e-01	-0.0120	0.560	1487.94	75.108	4.8233	7.530238
08 47	57.514	9.3341	34.6227	26.7675	1.4652e-01	-0.0120	0.553	1487.94	75.107	4.8232	7.530239
08 47	57.534	9.3333	34.6226	26.7676	1.3431e-01	-0.0120	0.549	1487.94	75.044	4.8193	7.530239
08 47	57.575	9.3325	34.6228	26.7679	1.4652e-01	-0.0120	0.553	1487.93	75.104	4.8232	7.530240
08 47	57.570	9.3325	34.6217	26.7670	1.4652e-01	-0.0120	0.560	1487.93	75.047	4.8196	7.530240
08 47	57.610	9.3322	34.6209	26.7664	1.4652e-01	-0.0120	0.560	1487.93	75.046	4.8196	7.530241
08 47	57.630	9.3301	34.6226	26.7682	1.4652e-01	-0.0120	0.557	1487.93	75.098	4.8231	7.530241
08 47	57.646	9.3283	34.6241	26.7696	1.4652e-01	-0.0120	0.553	1487.92	75.042	4.8196	7.530242
08 47	57.666	9.3272	34.6249	26.7704	1.4652e-01	-0.0120	0.549	1487.92	75.039	4.8196	7.530242
08 47	57.682	9.3262	34.6258	26.7712	1.3431e-01	-0.0120	0.553	1487.92	75.037	4.8195	7.530243
08 47	57.714	9.3257	34.6256	26.7712	1.4652e-01	-0.0120	0.553	1487.92	75.096	4.8233	7.530243
08 47	57.742	9.3255	34.6258	26.7714	1.4652e-01	-0.0120	0.553	1487.92	75.100	4.8236	7.530244
08 47	57.739	9.3254	34.6258	26.7714	1.4652e-01	-0.0120	0.549	1487.91	75.043	4.8199	7.530244
08 47	57.779	9.3255	34.6256	26.7712	1.4652e-01	-0.0120	0.553	1487.92	75.040	4.8197	7.530245
08 47	57.799	9.3255	34.6256	26.7712	1.4652e-01	-0.0120	0.557	1487.92	75.037	4.8196	7.530245
08 47	57.827	9.3254	34.6255	26.7711	1.4652e-01	-0.0120	0.593	1487.92	75.034	4.8194	7.530245
08 47	57.835	9.3252	34.6257	26.7714	1.4652e-01	-0.0120	0.634	1487.92	75.031	4.8192	7.530246
08 47	57.862	9.3250	34.6260	26.7716	1.4652e-01	-0.0120	0.634	1487.92	75.028	4.8190	7.530246
08 47	57.895	9.3255	34.6256	26.7712	1.5873e-01	-0.0120	0.612	1487.92	75.025	4.8188	7.530247
08 47	57.911	9.3255	34.6248	26.7706	1.4652e-01	-0.0120	0.593	1487.92	75.022	4.8187	7.530247
08 47	57.906	9.3247	34.6243	26.7703	1.4652e-01	-0.0120	0.579	1487.91	74.958	4.8146	7.530248
08 47	57.955	9.3233	34.6248	26.7709	1.4652e-01	-0.0120	0.575	1487.91	74.949	4.8142	7.530248
08 47	57.971	9.3223	34.6253	26.7715	1.4652e-01	-0.0120	0.582	1487.91	74.947	4.8141	7.530249
08 47	57.991	9.3210	34.6265	26.7726	1.4652e-01	-0.0120	0.590	1487.90	74.938	4.8137	7.530249
08 47	58.020	9.3204	34.6271	26.7732	1.4652e-01	-0.0120	0.586	1487.90	74.869	4.8093	7.530250
08 47	58.028	9.3210	34.6272	26.7732	1.4652e-01	-0.0120	0.579	1487.91	74.854	4.8082	7.530250
08 47	58.056	9.3220	34.6267	26.7727	1.4652e-01	-0.0120	0.568	1487.91	74.901	4.8112	7.530251
08 47	58.075	9.3223	34.6263	26.7723	1.4652e-01	-0.0120	0.564	1487.91	74.833	4.8068	7.530251
08 47	58.105	9.3226	34.6256	26.7717	1.4652e-01	-0.0120	0.568	1487.91	74.820	4.8059	7.530252
08 47	58.111	9.3227	34.6254	26.7715	1.4652e-01	-0.0120	0.571	1487.91	74.807	4.8051	7.530252
08 47	58.160	9.3223	34.6258	26.7719	1.4652e-01	-0.0120	0.579	1487.91	74.796	4.8044	7.530253
08 47	58.152	9.3223	34.6250	26.7713	1.4652e-01	-0.0120	0.582	1487.91	74.784	4.8037	7.530253
08 47	58.196	9.3218	34.6255	26.7717	1.4652e-01	-0.0120	0.575	1487.91	74.712	4.7991	7.530254
08 47	58.212	9.3213	34.6261	26.7723	1.4652e-01	-0.0120	0.575	1487.91	74.695	4.7980	7.530254
08 47	58.232	9.3214	34.6261	26.7723	1.4652e-01	-0.0120	0.579	1487.91	74.679	4.7970	7.530255
08 47	58.249	9.3220	34.6257	26.7719	1.4652e-01	-0.0120	0.579	1487.91	74.671	4.7964	7.530255
08 47	58.280	9.3221	34.6260	26.7721	1.4652e-01	-0.0120	0.579	1487.91	74.657	4.7955	7.530256
08 47	58.292	9.3219	34.6256	26.7718	1.4652e-01	-0.0120	0.579	1487.91	74.644	4.7947	7.530256
08 47	58.321	9.3215	34.6258	26.7721	1.4652e-01	-0.0120	0.575	1487.91	74.571	4.7900	7.530257
08 47	58.340	9.3213	34.6262	26.7724	1.4652e-01	-0.0120	0.568	1487.91	74.553	4.7889	7.530257
08 47	58.381	9.3219	34.6257	26.7719	1.4652e-01	-0.0108	0.568	1487.91	74.536	4.7877	7.530258
08 47	58.376	9.3229	34.6250	26.7711	1.4652e-01	-0.0108	0.564	1487.92	74.459	4.7827	7.530258
08 47	58.425	9.3229	34.6256	26.7716	1.4652e-01	-0.0120	0.560	1487.92	74.438	4.7813	7.530258
08 47	58.430	9.3227	34.6256	26.7717	1.4652e-01	-0.0120	0.568	1487.92	74.425	4.7805	7.530259
08 47	58.461	9.3229	34.6254	26.7715	1.4652e-01	-0.0120	0.568	1487.92	74.407	4.7794	7.530259
08 47	58.466	9.3233	34.6252	26.7712	1.4652e-01	-0.0120	0.571	1487.92	74.336	4.7748	7.530260
08 47	58.510	9.3240	34.6247	26.7707	1.3431e-01	-0.0120	0.571	1487.92	74.315	4.7734	7.530260
08 47	58.521	9.3235	34.6253	26.7713	1.4652e-01	-0.0096	0.568	1487.92	74.302	4.7726	7.530261
08 47	58.550	9.3238	34.6246	26.7707	1.4652e-01	-0.0096	0.571	1487.92	74.285	4.7715	7.530261
08 47	58.570	9.3230	34.6249	26.7710	1.3431e-01	-0.0083	0.575	1487.92	74.215	4.7670	7.530262
08 47	58.586	9.3219	34.6259	26.7720	1.4652e-01	-0.0083	0.593	1487.92	74.201	4.7662	7.530262
