%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	16.382	9.2268	31.8740	24.6358	1.7094e-01	0.2420	0.535	1483.48	51.444	3.3710	7.347184
08 47	16.384	9.2691	31.9133	24.6598	1.7094e-01	0.2420	0.535	1483.68	51.354	3.3612	7.347184
08 47	16.405	9.3116	31.9424	24.6759	1.7094e-01	0.2420	0.531	1483.88	51.208	3.3478	7.347185
08 47	16.418	9.3481	31.9669	24.6893	1.7094e-01	0.2407	0.531	1484.04	51.119	3.3388	7.347185
08 47	16.455	9.3861	31.9799	24.6934	1.7094e-01	0.2395	0.535	1484.20	50.973	3.3262	7.347186
08 47	16.465	9.4190	31.9883	24.6948	1.5873e-01	0.2383	0.531	1484.33	50.886	3.3179	7.347186
08 47	16.465	9.4397	32.0069	24.7060	1.7094e-01	0.2371	0.531	1484.43	50.746	3.3069	7.347187
08 47	16.515	9.4601	32.0175	24.7111	1.5873e-01	0.2371	0.531	1484.52	50.667	3.3000	7.347187
08 47	16.525	9.4644	32.0083	24.7032	1.7094e-01	0.2383	0.531	1484.52	50.528	3.2908	7.347188
08 47	16.540	9.4543	31.9933	24.6931	1.7094e-01	0.2395	0.531	1484.46	50.440	3.2861	7.347188
08 47	16.574	9.4441	31.9928	24.6944	1.5873e-01	0.2371	0.531	1484.43	50.295	3.2775	7.347188
08 47	16.574	9.4417	31.9989	24.6995	1.7094e-01	0.2371	0.531	1484.43	50.150	3.2680	7.347189
08 47	16.600	9.4394	31.9982	24.6993	1.7094e-01	0.2346	0.531	1484.42	50.064	3.2626	7.347189
08 47	16.634	9.4352	31.9933	24.6962	1.5873e-01	0.2346	0.527	1484.40	49.991	3.2583	7.347190
08 47	16.647	9.4327	31.9887	24.6930	1.7094e-01	0.2371	0.527	1484.38	49.855	3.2497	7.347190
08 47	16.669	9.4301	31.9874	24.6924	1.7094e-01	0.2371	0.527	1484.37	49.718	3.2410	7.347191
08 47	16.669	9.4290	31.9817	24.6880	1.7094e-01	0.2346	0.535	1484.36	49.642	3.2362	7.347191
08 47	16.718	9.4263	31.9708	24.6799	1.7094e-01	0.2359	0.535	1484.34	49.571	3.2320	7.347192
08 47	16.729	9.4214	31.9629	24.6746	1.7094e-01	0.2359	0.535	1484.31	49.438	3.2238	7.347192
08 47	16.742	9.4141	31.9630	24.6758	1.7094e-01	0.2334	0.542	1484.28	49.371	3.2200	7.347193
08 47	16.765	9.4075	31.9739	24.6854	1.7094e-01	0.2334	0.546	1484.27	49.310	3.2163	7.347193
08 47	16.802	9.4120	31.9872	24.6950	1.7094e-01	0.2371	0.549	1484.31	49.197	3.2083	7.347194
08 47	16.812	9.4186	32.0013	24.7050	1.7094e-01	0.2383	0.549	1484.35	49.138	3.2036	7.347194
08 47	16.836	9.4210	32.0147	24.7151	1.5873e-01	0.2383	0.542	1484.37	49.023	3.1957	7.347195
08 47	16.862	9.4267	32.0181	24.7169	1.7094e-01	0.2395	0.538	1484.40	48.962	3.1913	7.347195
08 47	16.872	9.4366	32.0125	24.7109	1.7094e-01	0.2420	0.542	1484.43	48.908	3.1872	7.347196
08 47	16.909	9.4387	32.0074	24.7066	1.7094e-01	0.2432	0.546	1484.43	48.859	3.1840	7.347196
08 47	16.932	9.4377	32.0043	24.7044	1.7094e-01	0.2456	0.549	1484.42	48.755	3.1773	7.347197
08 47	16.945	9.4371	32.0019	24.7026	1.7094e-01	0.2456	0.553	1484.42	48.704	3.1741	7.347197
08 47	16.969	9.4375	32.0035	24.7037	1.7094e-01	0.2469	0.553	1484.42	48.660	3.1711	7.347198
08 47	17.005	9.4398	32.0052	24.7047	1.7094e-01	0.2469	0.549	1484.43	48.562	3.1645	7.347198
08 47	17.029	9.4393	32.0062	24.7056	1.7094e-01	0.2432	0.546	1484.43	48.577	3.1655	7.347199
08 47	17.040	9.4395	32.0092	24.7079	1.7094e-01	0.2395	0.542	1484.44	48.483	3.1594	7.347199
08 47	17.065	9.4418	32.0113	24.7092	1.7094e-01	0.2395	0.542	1484.45	48.450	3.1570	7.347200
08 47	17.087	9.4431	32.0116	24.7092	1.7094e-01	0.2395	0.546	1484.46	48.416	3.1547	7.347200
08 47	17.113	9.4415	32.0129	24.7105	1.7094e-01	0.2407	0.546	1484.45	48.326	3.1489	7.347201
08 47	17.147	9.4403	32.0152	24.7124	1.7094e-01	0.2420	0.546	1484.45	48.290	3.1466	7.347201
08 47	17.147	9.4380	32.0168	24.7140	1.7094e-01	0.2432	0.542	1484.44	48.260	3.1447	7.347201
08 47	17.185	9.4351	32.0137	24.7121	1.7094e-01	0.2444	0.546	1484.43	48.167	3.1390	7.347202
08 47	17.207	9.4317	32.0067	24.7072	1.7094e-01	0.2432	0.549	1484.41	48.195	3.1412	7.347202
08 47	17.220	9.4262	32.0050	24.7067	1.7094e-01	0.2444	0.557	1484.39	48.107	3.1358	7.347203
08 47	17.243	9.4218	32.0071	24.7090	1.7094e-01	0.2469	0.557	1484.37	48.078	3.1342	7.347203
08 47	17.280	9.4199	32.0094	24.7112	1.7094e-01	0.2469	0.557	1484.37	48.049	3.1324	7.347204
08 47	17.291	9.4197	32.0115	24.7128	1.7094e-01	0.2505	0.553	1484.37	48.018	3.1304	7.347204
08 47	17.316	9.4220	32.0103	24.7115	1.7094e-01	0.2505	0.549	1484.38	47.992	3.1286	7.347205
08 47	17.351	9.4254	32.0126	24.7128	1.7094e-01	0.2505	0.553	1484.40	47.972	3.1270	7.347205
08 47	17.364	9.4285	32.0203	24.7183	1.7094e-01	0.2493	0.560	1484.42	47.949	3.1251	7.347206
08 47	17.387	9.4313	32.0254	24.7218	1.7094e-01	0.2481	0.557	1484.43	47.986	3.1272	7.347206
08 47	17.400	9.4308	32.0285	24.7243	1.7094e-01	0.2493	0.557	1484.44	47.910	3.1222	7.347207
08 47	17.423	9.4291	32.0299	24.7257	1.7094e-01	0.2481	0.560	1484.43	47.887	3.1208	7.347207
08 47	17.449	9.4318	32.0302	24.7255	1.7094e-01	0.2517	0.560	1484.44	47.868	3.1194	7.347208
08 47	17.483	9.4339	32.0345	24.7285	1.7094e-01	0.2566	0.560	1484.46	47.907	3.1217	7.347208
08 47	17.496	9.4347	32.0403	24.7330	1.7094e-01	0.2554	0.564	1484.47	47.895	3.1208	7.347209
08 47	17.518	9.4373	32.0425	24.7342	1.7094e-01	0.2578	0.564	1484.48	47.881	3.1196	7.347209
08 47	17.556	9.4383	32.0409	24.7328	1.7094e-01	0.2566	0.564	1484.48	47.930	3.1228	7.347210
08 47	17.567	9.4367	32.0364	24.7296	1.7094e-01	0.2615	0.560	1484.47	47.921	3.1224	7.347210
08 47	17.591	9.4354	32.0340	24.7279	1.7094e-01	0.2627	0.564	1484.46	47.914	3.1221	7.347211
08 47	17.627	9.4349	32.0318	24.7263	1.7094e-01	0.2639	0.560	1484.46	47.965	3.1255	7.347211
08 47	17.627	9.4323	32.0274	24.7232	1.7094e-01	0.2664	0.557	1484.44	47.963	3.1256	7.347212
08 47	17.663	9.4263	32.0298	24.7261	1.7094e-01	0.2713	0.553	1484.43	47.956	3.1255	7.347212
08 47	17.676	9.4240	32.0373	24.7323	1.7094e-01	0.2737	0.549	1484.43	47.945	3.1248	7.347213
08 47	17.698	9.4237	32.0455	24.7388	1.7094e-01	0.2749	0.549	1484.44	47.996	3.1280	7.347213
08 47	17.735	9.4230	32.0501	24.7424	1.7094e-01	0.2762	0.553	1484.44	48.056	3.1318	7.347214
08 47	17.747	9.4203	32.0510	24.7436	1.7094e-01	0.2810	0.557	1484.43	48.055	3.1319	7.347214
08 47	17.771	9.4122	32.0561	24.7488	1.7094e-01	0.2798	0.553	1484.41	48.108	3.1359	7.347215
08 47	17.794	9.4004	32.0569	24.7514	1.7094e-01	0.2810	0.553	1484.37	48.107	3.1366	7.347215
08 47	17.818	9.3853	32.0535	24.7511	1.7094e-01	0.2810	0.553	1484.31	48.167	3.1416	7.347215
08 47	17.829	9.3693	32.0506	24.7513	1.7094e-01	0.2810	0.553	1484.24	48.166	3.1427	7.347216
08 47	17.867	9.3523	32.0455	24.7501	1.7094e-01	0.2798	0.553	1484.18	48.226	3.1479	7.347216
08 47	17.889	9.3374	32.0396	24.7478	1.7094e-01	0.2798	0.549	1484.11	48.231	3.1494	7.347217
08 47	17.891	9.3271	32.0318	24.7433	1.7094e-01	0.2798	0.546	1484.07	48.289	3.1541	7.347217
08 47	17.925	9.3155	32.0348	24.7475	1.7094e-01	0.2774	0.542	1484.03	48.293	3.1551	7.347218
08 47	17.938	9.3040	32.0362	24.7504	1.7094e-01	0.2774	0.542	1483.99	48.349	3.1595	7.347218
08 47	17.962	9.2959	32.0347	24.7505	1.7094e-01	0.2749	0.542	1483.96	48.411	3.1642	7.347219
08 47	17.974	9.2923	32.0324	24.7493	1.7094e-01	0.2725	0.538	1483.94	48.356	3.1609	7.347219
08 47	18.009	9.2930	32.0272	24.7451	1.7094e-01	0.2688	0.538	1483.94	48.415	3.1648	7.347220
08 47	18.022	9.2977	32.0120	24.7325	1.7094e-01	0.2676	0.542	1483.94	48.472	3.1684	7.347220
08 47	18.034	9.3073	31.9901	24.7138	1.7094e-01	0.2676	0.538	1483.95	48.533	3.1722	7.347221
08 47	18.069	9.3178	31.9756	24.7008	1.7094e-01	0.2639	0.535	1483.97	48.537	3.1721	7.347221
08 47	18.082	9.3195	31.9877	24.7101	1.7094e-01	0.2615	0.535	1483.99	48.531	3.1713	7.347222
08 47	18.118	9.3098	32.0156	24.7334	1.7094e-01	0.2615	0.535	1483.99	48.528	3.1712	7.347222
08 47	18.118	9.3024	32.0335	24.7486	1.7094e-01	0.2603	0.531	1483.98	48.577	3.1746	7.347223
08 47	18.165	9.2936	32.0430	24.7574	1.7094e-01	0.2591	0.531	1483.96	48.568	3.1744	7.347223
08 47	18.165	9.2866	32.0408	24.7567	1.7094e-01	0.2554	0.531	1483.93	48.616	3.1781	7.347224
08 47	18.201	9.2841	32.0338	24.7517	1.7094e-01	0.2542	0.531	1483.92	48.600	3.1774	7.347224
08 47	18.214	9.2947	32.0213	24.7402	1.7094e-01	0.2517	0.531	1483.94	48.581	3.1756	7.347225
08 47	18.236	9.3111	32.0092	24.7282	1.7094e-01	0.2505	0.531	1483.99	48.619	3.1772	7.347225
08 47	18.261	9.3189	32.0097	24.7273	1.7094e-01	0.2481	0.531	1484.02	48.591	3.1748	7.347226
08 47	18.298	9.3222	32.0098	24.7269	1.7094e-01	0.2456	0.535	1484.03	48.626	3.1769	7.347226
08 47	18.296	9.3222	32.0101	24.7271	1.7094e-01	0.2469	0.531	1484.03	48.596	3.1749	7.347227
08 47	18.321	9.3275	32.0049	24.7222	1.7094e-01	0.2456	0.527	1484.04	48.621	3.1763	7.347227
08 47	18.356	9.3302	32.0021	24.7196	1.7094e-01	0.2481	0.527	1484.05	48.588	3.1740	7.347228
08 47	18.369	9.3368	31.9968	24.7144	1.7094e-01	0.2469	0.531	1484.07	48.550	3.1711	7.347228
08 47	18.380	9.3463	31.9909	24.7083	1.7094e-01	0.2469	0.535	1484.10	48.567	3.1717	7.347228
08 47	18.416	9.3538	31.9920	24.7080	1.7094e-01	0.2456	0.538	1484.13	48.525	3.1684	7.347229
08 47	18.440	9.3536	32.0050	24.7182	1.7094e-01	0.2469	0.546	1484.14	48.477	3.1651	7.347229
08 47	18.465	9.3460	32.0194	24.7307	1.7094e-01	0.2481	0.557	1484.13	48.431	3.1623	7.347230
08 47	18.465	9.3384	32.0291	24.7394	1.7094e-01	0.2456	0.557	1484.12	48.434	3.1628	7.347230
08 47	18.512	9.3342	32.0324	24.7427	1.7094e-01	0.2481	0.549	1484.10	48.438	3.1633	7.347231
08 47	18.500	9.3337	32.0316	24.7421	1.7094e-01	0.2493	0.542	1484.10	48.381	3.1596	7.347231
08 47	18.536	9.3340	32.0300	24.7408	1.7094e-01	0.2517	0.542	1484.10	48.327	3.1561	7.347232
08 47	18.560	9.3342	32.0300	24.7408	1.8315e-01	0.2530	0.542	1484.10	48.266	3.1521	7.347232
08 47	18.585	9.3350	32.0296	24.7403	1.7094e-01	0.2505	0.542	1484.11	48.261	3.1517	7.347233
08 47	18.607	9.3337	32.0309	24.7416	1.7094e-01	0.2517	0.542	1484.10	48.203	3.1480	7.347233
08 47	18.632	9.3324	32.0361	24.7458	1.7094e-01	0.2505	0.542	1484.10	48.139	3.1438	7.347234
08 47	18.645	9.3325	32.0427	24.7509	1.7094e-01	0.2542	0.542	1484.11	48.130	3.1431	7.347234
08 47	18.656	9.3335	32.0452	24.7528	1.7094e-01	0.2530	0.538	1484.12	48.069	3.1389	7.347235
08 47	18.692	9.3356	32.0489	24.7554	1.7094e-01	0.2517	0.535	1484.13	48.001	3.1343	7.347235
08 47	18.716	9.3367	32.0574	24.7618	1.7094e-01	0.2517	0.535	1484.15	47.990	3.1333	7.347236
08 47	18.716	9.3375	32.0633	24.7663	1.7094e-01	0.2530	0.535	1484.16	47.918	3.1284	7.347236
08 47	18.740	9.3374	32.0677	24.7697	1.7094e-01	0.2517	0.531	1484.16	47.847	3.1237	7.347237
08 47	18.787	9.3364	32.0744	24.7751	1.7094e-01	0.2530	0.531	1484.17	47.838	3.1231	7.347237
08 47	18.776	9.3350	32.0836	24.7825	1.7094e-01	0.2530	0.527	1484.17	47.770	3.1185	7.347238
08 47	18.812	9.3354	32.1023	24.7971	1.7094e-01	0.2542	0.527	1484.20	47.703	3.1138	7.347238
08 47	18.812	9.3419	32.1279	24.8161	1.7094e-01	0.2566	0.531	1484.25	47.692	3.1121	7.347239
08 47	18.847	9.3514	32.1383	24.8227	1.7094e-01	0.2591	0.535	1484.30	47.628	3.1071	7.347239
08 47	18.860	9.3585	32.1370	24.8206	1.7094e-01	0.2591	0.535	1484.33	47.559	3.1021	7.347240
08 47	18.883	9.3647	32.1323	24.8159	1.7094e-01	0.2566	0.535	1484.35	47.552	3.1013	7.347240
08 47	18.907	9.3700	32.1249	24.8093	1.7094e-01	0.2578	0.535	1484.36	47.486	3.0968	7.347241
08 47	18.920	9.3739	32.1149	24.8009	1.7094e-01	0.2615	0.535	1484.36	47.422	3.0925	7.347241
08 47	18.931	9.3760	32.1103	24.7969	1.7094e-01	0.2591	0.531	1484.36	47.352	3.0879	7.347242
08 47	18.956	9.3776	32.1182	24.8028	1.7094e-01	0.2615	0.535	1484.38	47.345	3.0872	7.347242
08 47	18.978	9.3781	32.1315	24.8131	1.7094e-01	0.2615	0.538	1484.40	47.286	3.0831	7.347242
08 47	18.991	9.3757	32.1419	24.8217	1.7094e-01	0.2627	0.542	1484.40	47.215	3.0784	7.347243
08 47	19.027	9.3750	32.1327	24.8146	1.7094e-01	0.2615	0.542	1484.39	47.146	3.0741	7.347243
08 47	19.016	9.3742	32.1163	24.8019	1.7094e-01	0.2627	0.538	1484.36	47.140	3.0741	7.347244
08 47	19.051	9.3721	32.1082	24.7959	1.7094e-01	0.2615	0.542	1484.35	47.082	3.0707	7.347244
08 47	19.063	9.3716	32.1036	24.7924	1.7094e-01	0.2591	0.542	1484.34	47.081	3.0707	7.347245
08 47	19.074	9.3752	32.0974	24.7870	1.7094e-01	0.2627	0.542	1484.34	47.021	3.0667	7.347245
08 47	19.098	9.3778	32.0937	24.7836	1.7094e-01	0.2639	0.546	1484.35	46.956	3.0623	7.347246
08 47	19.111	9.3794	32.1022	24.7900	1.7094e-01	0.2652	0.549	1484.37	46.893	3.0580	7.347246
08 47	19.123	9.3795	32.1206	24.8044	1.8315e-01	0.2664	0.553	1484.39	46.887	3.0572	7.347247
08 47	19.147	9.3784	32.1344	24.8154	1.7094e-01	0.2676	0.557	1484.40	46.768	3.0492	7.347247
08 47	19.158	9.3786	32.1382	24.8183	1.7094e-01	0.2664	0.553	1484.41	46.759	3.0486	7.347248
08 47	19.183	9.3802	32.1361	24.8164	1.7094e-01	0.2652	0.553	1484.41	46.754	3.0481	7.347248
08 47	19.196	9.3837	32.1320	24.8126	1.7094e-01	0.2664	0.546	1484.42	46.696	3.0442	7.347249
08 47	19.218	9.3868	32.1296	24.8103	1.8315e-01	0.2664	0.549	1484.43	46.633	3.0400	7.347249
08 47	19.230	9.3857	32.1316	24.8121	1.7094e-01	0.2627	0.549	1484.43	46.634	3.0401	7.347250
08 47	19.254	9.3787	32.1383	24.8184	1.8315e-01	0.2652	0.549	1484.41	46.576	3.0366	7.347250
08 47	19.267	9.3735	32.1431	24.8229	1.7094e-01	0.2664	0.549	1484.40	46.521	3.0333	7.347251
08 47	19.278	9.3725	32.1422	24.8224	1.7094e-01	0.2688	0.549	1484.39	46.522	3.0334	7.347251
08 47	19.291	9.3725	32.1394	24.8202	1.7094e-01	0.2701	0.546	1484.39	46.465	3.0298	7.347252
08 47	19.327	9.3667	32.1421	24.8232	1.7094e-01	0.2701	0.542	1484.37	46.471	3.0305	7.347252
08 47	19.327	9.3630	32.1415	24.8234	1.7094e-01	0.2713	0.542	1484.36	46.479	3.0313	7.347253
08 47	19.363	9.3548	32.1429	24.8257	1.7094e-01	0.2713	0.542	1484.33	46.428	3.0285	7.347253
08 47	19.374	9.3362	32.1532	24.8367	1.7094e-01	0.2713	0.542	1484.27	46.372	3.0258	7.347254
08 47	19.385	9.3158	32.1651	24.8493	1.7094e-01	0.2688	0.542	1484.21	46.379	3.0274	7.347254
08 47	19.398	9.2965	32.1750	24.8601	1.7094e-01	0.2664	0.538	1484.16	46.394	3.0296	7.347255
08 47	19.434	9.2766	32.1869	24.8725	1.7094e-01	0.2639	0.535	1484.10	46.412	3.0318	7.347255
08 47	19.445	9.2624	32.1949	24.8810	1.7094e-01	0.2627	0.535	1484.05	46.371	3.0299	7.347255
08 47	19.470	9.2535	32.2000	24.8864	1.7094e-01	0.2627	0.538	1484.03	46.386	3.0314	7.347256
08 47	19.494	9.2534	32.1999	24.8863	1.7094e-01	0.2627	0.538	1484.03	46.349	3.0290	7.347256
08 47	19.494	9.2534	32.2012	24.8873	1.7094e-01	0.2615	0.538	1484.03	46.368	3.0302	7.347257
08 47	19.541	9.2542	32.2040	24.8894	1.7094e-01	0.2615	0.542	1484.04	46.389	3.0315	7.347257
08 47	19.542	9.2626	32.1994	24.8844	1.8315e-01	0.2639	0.542	1484.06	46.357	3.0289	7.347258
08 47	19.565	9.2703	32.1902	24.8761	1.7094e-01	0.2652	0.542	1484.08	46.380	3.0301	7.347258
08 47	19.589	9.2641	32.1910	24.8777	1.7094e-01	0.2664	0.542	1484.06	46.343	3.0281	7.347259
08 47	19.614	9.2506	32.2001	24.8869	1.7094e-01	0.2652	0.542	1484.02	46.429	3.0344	7.347259
08 47	19.625	9.2385	32.2116	24.8978	1.7094e-01	0.2652	0.538	1483.99	46.401	3.0332	7.347260
08 47	19.649	9.2319	32.2185	24.9042	1.7094e-01	0.2627	0.535	1483.97	46.428	3.0352	7.347260
08 47	19.674	9.2297	32.2218	24.9072	1.7094e-01	0.2652	0.538	1483.97	46.402	3.0336	7.347261
08 47	19.698	9.2405	32.2163	24.9012	1.7094e-01	0.2639	0.542	1484.00	46.432	3.0349	7.347261
08 47	19.709	9.2540	32.2069	24.8917	1.7094e-01	0.2603	0.549	1484.04	46.462	3.0362	7.347262
08 47	19.745	9.2632	32.1981	24.8834	1.7094e-01	0.2578	0.553	1484.07	46.499	3.0382	7.347262
08 47	19.758	9.2595	32.1972	24.8833	1.7094e-01	0.2566	0.553	1484.05	46.536	3.0409	7.347263
08 47	19.769	9.2543	32.1997	24.8860	1.7094e-01	0.2530	0.546	1484.04	46.512	3.0396	7.347263
08 47	19.792	9.2507	32.2025	24.8888	1.7094e-01	0.2530	0.538	1484.03	46.550	3.0422	7.347264
08 47	19.816	9.2446	32.2100	24.8956	1.7094e-01	0.2505	0.535	1484.01	46.587	3.0449	7.347264
08 47	19.854	9.2408	32.2150	24.9001	1.7094e-01	0.2481	0.527	1484.01	46.624	3.0475	7.347265
08 47	19.876	9.2419	32.2146	24.8996	1.7094e-01	0.2481	0.524	1484.01	46.661	3.0499	7.347265
08 47	19.876	9.2449	32.2111	24.8964	1.7094e-01	0.2481	0.520	1484.02	46.704	3.0525	7.347266
08 47	19.925	9.2441	32.2128	24.8978	1.7094e-01	0.2469	0.520	1484.02	46.685	3.0513	7.347266
08 47	19.925	9.2420	32.2162	24.9008	1.7094e-01	0.2469	0.520	1484.01	46.719	3.0536	7.347267
08 47	19.948	9.2401	32.2182	24.9027	1.7094e-01	0.2444	0.520	1484.01	46.752	3.0559	7.347267
08 47	19.972	9.2389	32.2207	24.9049	1.7094e-01	0.2407	0.524	1484.01	46.791	3.0585	7.347268
08 47	20.009	9.2383	32.2214	24.9055	1.7094e-01	0.2432	0.531	1484.01	46.829	3.0610	7.347268
08 47	20.032	9.2396	32.2204	24.9045	1.7094e-01	0.2444	0.531	1484.01	46.872	3.0637	7.347269
08 47	20.032	9.2422	32.2240	24.9069	1.7094e-01	0.2444	0.527	1484.03	46.913	3.0661	7.347269
08 47	20.081	9.2465	32.2342	24.9142	1.7094e-01	0.2444	0.524	1484.06	46.892	3.0642	7.347269
08 47	20.094	9.2500	32.2389	24.9173	1.7094e-01	0.2432	0.516	1484.07	46.922	3.0659	7.347270
08 47	20.116	9.2512	32.2374	24.9160	1.7094e-01	0.2456	0.513	1484.08	46.957	3.0681	7.347270
08 47	20.141	9.2513	32.2372	24.9158	1.7094e-01	0.2420	0.513	1484.08	46.983	3.0698	7.347271
08 47	20.152	9.2563	32.2369	24.9147	1.7094e-01	0.2407	0.513	1484.10	47.014	3.0715	7.347271
08 47	20.189	9.2628	32.2361	24.9131	1.7094e-01	0.2420	0.513	1484.12	47.048	3.0733	7.347272
08 47	20.200	9.2664	32.2385	24.9145	1.7094e-01	0.2432	0.509	1484.14	47.080	3.0751	7.347272
08 47	20.236	9.2712	32.2446	24.9185	1.7094e-01	0.2444	0.509	1484.16	47.047	3.0725	7.347273
08 47	20.247	9.2772	32.2505	24.9221	1.7094e-01	0.2432	0.516	1484.19	47.134	3.0777	7.347273
08 47	20.273	9.2849	32.2506	24.9210	1.7094e-01	0.2395	0.520	1484.22	47.102	3.0750	7.347274
08 47	20.296	9.2955	32.2380	24.9095	1.7094e-01	0.2395	0.520	1484.24	47.060	3.0718	7.347274
08 47	20.319	9.3046	32.2204	24.8943	1.7094e-01	0.2407	0.520	1484.26	47.137	3.0766	7.347275
08 47	20.343	9.3091	32.2095	24.8850	1.7094e-01	0.2407	0.527	1484.26	47.156	3.0777	7.347275
08 47	20.369	9.3128	32.2049	24.8808	1.7094e-01	0.2407	0.531	1484.27	47.178	3.0790	7.347276
08 47	20.379	9.3196	32.1973	24.8738	1.7094e-01	0.2432	0.531	1484.28	47.142	3.0763	7.347276
08 47	20.403	9.3272	32.1944	24.8703	1.7094e-01	0.2444	0.527	1484.31	47.278	3.0848	7.347277
08 47	20.427	9.3239	32.2123	24.8849	1.7094e-01	0.2469	0.520	1484.32	47.241	3.0822	7.347277
08 47	20.463	9.3173	32.2288	24.8988	1.7094e-01	0.2444	0.520	1484.32	47.200	3.0796	7.347278
08 47	20.476	9.3146	32.2271	24.8980	1.7094e-01	0.2444	0.516	1484.30	47.154	3.0769	7.347278
08 47	20.499	9.3178	32.2110	24.8848	1.7094e-01	0.2432	0.513	1484.30	47.166	3.0778	7.347279
08 47	20.523	9.3196	32.2000	24.8759	1.7094e-01	0.2432	0.516	1484.29	47.235	3.0824	7.347279
08 47	20.547	9.3214	32.1937	24.8707	1.7094e-01	0.2444	0.520	1484.29	47.252	3.0835	7.347280
08 47	20.547	9.3212	32.1933	24.8704	1.7094e-01	0.2432	0.527	1484.29	47.265	3.0843	7.347280
08 47	20.596	9.3206	32.1926	24.8700	1.7094e-01	0.2420	0.531	1484.29	47.219	3.0814	7.347281
08 47	20.594	9.3163	32.1990	24.8757	1.7094e-01	0.2444	0.531	1484.28	47.291	3.0862	7.347281
08 47	20.630	9.3100	32.2087	24.8842	1.7094e-01	0.2469	0.531	1484.27	47.243	3.0833	7.347282
08 47	20.654	9.3084	32.2100	24.8855	1.7094e-01	0.2456	0.531	1484.26	47.251	3.0840	7.347282
08 47	20.667	9.3070	32.2092	24.8851	1.7094e-01	0.2444	0.531	1484.26	47.254	3.0843	7.347283
08 47	20.692	9.3053	32.2094	24.8856	1.7094e-01	0.2432	0.527	1484.25	47.267	3.0852	7.347283
08 47	20.703	9.3060	32.2121	24.8876	1.7094e-01	0.2432	0.527	1484.26	47.275	3.0856	7.347283
08 47	20.739	9.2997	32.2249	24.8986	1.7094e-01	0.2432	0.535	1484.25	47.284	3.0865	7.347284
08 47	20.750	9.2907	32.2376	24.9099	1.7094e-01	0.2444	0.546	1484.23	47.228	3.0831	7.347284
08 47	20.763	9.2889	32.2387	24.9110	1.7094e-01	0.2469	0.542	1484.23	47.228	3.0832	7.347285
08 47	20.800	9.2889	32.2362	24.9091	1.7094e-01	0.2493	0.535	1484.23	47.230	3.0834	7.347285
08 47	20.810	9.2939	32.2289	24.9026	1.7094e-01	0.2481	0.527	1484.24	47.234	3.0834	7.347286
08 47	20.846	9.2964	32.2259	24.8999	1.7094e-01	0.2469	0.524	1484.24	47.239	3.0837	7.347286
08 47	20.846	9.2958	32.2261	24.9001	1.7094e-01	0.2469	0.524	1484.24	47.240	3.0838	7.347287
08 47	20.881	9.2966	32.2246	24.8988	1.7094e-01	0.2469	0.524	1484.24	47.242	3.0839	7.347287
08 47	20.894	9.2986	32.2210	24.8957	1.7094e-01	0.2481	0.527	1484.24	47.246	3.0841	7.347288
08 47	20.920	9.3039	32.2135	24.8889	1.7094e-01	0.2481	0.524	1484.26	47.191	3.0803	7.347288
08 47	20.941	9.3085	32.2079	24.8838	1.7094e-01	0.2505	0.524	1484.27	47.253	3.0841	7.347289
08 47	20.954	9.3103	32.2091	24.8845	1.7094e-01	0.2469	0.527	1484.27	47.262	3.0846	7.347289
08 47	20.990	9.3058	32.2182	24.8923	1.7094e-01	0.2444	0.531	1484.27	47.205	3.0810	7.347290
08 47	20.990	9.3004	32.2254	24.8988	1.7094e-01	0.2407	0.531	1484.26	47.265	3.0851	7.347290
08 47	21.026	9.2966	32.2304	24.9033	1.7094e-01	0.2420	0.527	1484.25	47.273	3.0858	7.347291
08 47	21.038	9.2917	32.2371	24.9093	1.7094e-01	0.2395	0.531	1484.24	47.281	3.0865	7.347291
08 47	21.050	9.2870	32.2435	24.9151	1.7094e-01	0.2420	0.535	1484.23	47.230	3.0834	7.347292
08 47	21.085	9.2835	32.2490	24.9200	1.7094e-01	0.2420	0.535	1484.23	47.296	3.0878	7.347292
08 47	21.110	9.2798	32.2539	24.9244	1.7094e-01	0.2407	0.531	1484.22	47.309	3.0889	7.347293
08 47	21.110	9.2779	32.2565	24.9267	1.7094e-01	0.2407	0.527	1484.22	47.317	3.0894	7.347293
08 47	21.145	9.2777	32.2561	24.9264	1.7094e-01	0.2383	0.527	1484.21	47.325	3.0900	7.347294
08 47	21.170	9.2772	32.2562	24.9266	1.7094e-01	0.2383	0.520	1484.21	47.335	3.0907	7.347294
08 47	21.183	9.2774	32.2566	24.9269	1.7094e-01	0.2371	0.520	1484.21	47.346	3.0914	7.347295
08 47	21.205	9.2771	32.2578	24.9278	1.7094e-01	0.2395	0.527	1484.22	47.358	3.0921	7.347295
08 47	21.230	9.2766	32.2608	24.9303	1.7094e-01	0.2395	0.538	1484.22	47.432	3.0969	7.347296
08 47	21.241	9.2773	32.2641	24.9327	1.7094e-01	0.2420	0.546	1484.23	47.452	3.0982	7.347296
08 47	21.265	9.2780	32.2670	24.9348	1.7094e-01	0.2407	0.549	1484.23	47.467	3.0990	7.347296
