%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	41.787	8.9583	32.9584	25.5255	1.5873e-01	0.1272	0.557	1484.25	61.692	4.0381	7.347793
08 47	41.811	8.9584	32.9554	25.5232	1.5873e-01	0.1296	0.557	1484.24	61.666	4.0365	7.347793
08 47	41.811	8.9578	32.9514	25.5201	1.5873e-01	0.1284	0.557	1484.24	61.641	4.0350	7.347794
08 47	41.847	8.9567	32.9514	25.5203	1.5873e-01	0.1296	0.560	1484.23	61.670	4.0370	7.347794
08 47	41.858	8.9588	32.9525	25.5209	1.5873e-01	0.1284	0.557	1484.24	61.644	4.0351	7.347795
08 47	41.871	8.9589	32.9542	25.5221	1.5873e-01	0.1309	0.557	1484.24	61.619	4.0334	7.347795
08 47	41.895	8.9586	32.9571	25.5245	1.5873e-01	0.1357	0.553	1484.25	61.588	4.0313	7.347796
08 47	41.907	8.9591	32.9589	25.5258	1.5873e-01	0.1370	0.553	1484.25	61.556	4.0291	7.347796
08 47	41.931	8.9604	32.9645	25.5300	1.5873e-01	0.1382	0.557	1484.26	61.519	4.0264	7.347797
08 47	41.947	8.9634	32.9662	25.5309	1.5873e-01	0.1357	0.557	1484.28	61.543	4.0277	7.347797
08 47	41.978	8.9636	32.9643	25.5293	1.5873e-01	0.1345	0.560	1484.28	61.507	4.0254	7.347798
08 47	41.978	8.9640	32.9677	25.5319	1.5873e-01	0.1370	0.557	1484.28	61.479	4.0234	7.347798
08 47	42.016	8.9657	32.9831	25.5437	1.5873e-01	0.1357	0.553	1484.31	61.445	4.0206	7.347799
08 47	42.027	8.9686	32.9959	25.5533	1.5873e-01	0.1345	0.553	1484.33	61.406	4.0174	7.347799
08 47	42.063	8.9713	32.9996	25.5557	1.5873e-01	0.1357	0.557	1484.35	61.367	4.0146	7.347799
08 47	42.051	8.9744	32.9956	25.5521	1.5873e-01	0.1333	0.571	1484.36	61.392	4.0160	7.347800
08 47	42.098	8.9756	32.9918	25.5489	1.5873e-01	0.1309	0.586	1484.36	61.364	4.0142	7.347800
08 47	42.111	8.9755	32.9918	25.5489	1.5873e-01	0.1309	0.579	1484.36	61.331	4.0121	7.347801
08 47	42.134	8.9756	32.9935	25.5503	1.5873e-01	0.1321	0.571	1484.36	61.246	4.0065	7.347801
08 47	42.147	8.9756	32.9960	25.5523	1.5873e-01	0.1309	0.564	1484.36	61.273	4.0081	7.347802
08 47	42.158	8.9776	32.9993	25.5545	1.5873e-01	0.1321	0.560	1484.37	61.240	4.0057	7.347802
08 47	42.194	8.9789	33.0021	25.5565	1.5873e-01	0.1321	0.557	1484.38	61.203	4.0031	7.347803
08 47	42.207	8.9794	33.0044	25.5582	1.5873e-01	0.1309	0.557	1484.39	61.230	4.0048	7.347803
08 47	42.243	8.9787	33.0059	25.5595	1.5873e-01	0.1345	0.571	1484.39	61.205	4.0031	7.347804
08 47	42.254	8.9785	33.0059	25.5596	1.5873e-01	0.1321	0.575	1484.39	61.175	4.0012	7.347804
08 47	42.267	8.9795	33.0044	25.5582	1.5873e-01	0.1309	0.568	1484.39	61.149	3.9994	7.347805
08 47	42.314	8.9806	33.0052	25.5586	1.5873e-01	0.1284	0.560	1484.40	61.187	4.0018	7.347805
08 47	42.303	8.9806	33.0073	25.5603	1.5873e-01	0.1272	0.557	1484.40	61.166	4.0004	7.347806
08 47	42.339	8.9813	33.0099	25.5622	1.5873e-01	0.1223	0.560	1484.40	61.149	3.9991	7.347806
08 47	42.363	8.9816	33.0110	25.5631	1.5873e-01	0.1223	0.564	1484.41	61.128	3.9977	7.347807
08 47	42.374	8.9823	33.0125	25.5641	1.5873e-01	0.1248	0.564	1484.41	61.110	3.9965	7.347807
08 47	42.412	8.9833	33.0130	25.5643	1.5873e-01	0.1272	0.560	1484.42	61.157	3.9994	7.347808
08 47	42.412	8.9843	33.0126	25.5638	1.5873e-01	0.1309	0.560	1484.42	61.085	3.9947	7.347808
08 47	42.448	8.9845	33.0129	25.5641	1.5873e-01	0.1309	0.560	1484.42	61.126	3.9973	7.347809
08 47	42.472	8.9847	33.0129	25.5641	1.5873e-01	0.1284	0.557	1484.42	61.116	3.9967	7.347809
08 47	42.472	8.9845	33.0136	25.5646	1.5873e-01	0.1296	0.560	1484.42	61.103	3.9958	7.347810
08 47	42.508	8.9842	33.0127	25.5640	1.5873e-01	0.1309	0.560	1484.42	61.094	3.9953	7.347810
08 47	42.532	8.9837	33.0108	25.5626	1.5873e-01	0.1309	0.557	1484.42	61.082	3.9946	7.347811
08 47	42.555	8.9830	33.0080	25.5605	1.5873e-01	0.1296	0.560	1484.41	61.068	3.9937	7.347811
08 47	42.579	8.9816	33.0067	25.5597	1.5873e-01	0.1272	0.564	1484.41	61.050	3.9928	7.347812
08 47	42.603	8.9805	33.0074	25.5604	1.5873e-01	0.1260	0.564	1484.40	61.037	3.9920	7.347812
08 47	42.603	8.9805	33.0060	25.5593	1.5873e-01	0.1260	0.564	1484.40	61.082	3.9950	7.347812
08 47	42.639	8.9800	33.0027	25.5568	1.5873e-01	0.1272	0.571	1484.40	61.078	3.9948	7.347813
08 47	42.664	8.9796	32.9992	25.5542	1.5873e-01	0.1260	0.586	1484.39	61.071	3.9945	7.347813
08 47	42.688	8.9785	32.9974	25.5529	1.5873e-01	0.1272	0.586	1484.38	61.061	3.9940	7.347814
08 47	42.699	8.9771	32.9963	25.5522	1.5873e-01	0.1248	0.586	1484.38	61.055	3.9938	7.347814
08 47	42.724	8.9769	32.9934	25.5500	1.5873e-01	0.1260	0.586	1484.37	61.109	3.9974	7.347815
08 47	42.735	8.9756	32.9913	25.5485	1.5873e-01	0.1284	0.579	1484.37	61.106	3.9973	7.347815
08 47	42.759	8.9746	32.9911	25.5486	1.5873e-01	0.1272	0.575	1484.36	61.100	3.9970	7.347816
08 47	42.784	8.9738	32.9926	25.5498	1.5873e-01	0.1272	0.575	1484.36	61.099	3.9970	7.347816
08 47	42.808	8.9740	32.9961	25.5526	1.5873e-01	0.1260	0.575	1484.37	61.157	4.0007	7.347817
08 47	42.819	8.9758	33.0020	25.5569	1.5873e-01	0.1260	0.575	1484.38	61.096	3.9964	7.347817
08 47	42.832	8.9778	33.0049	25.5589	1.7094e-01	0.1284	0.571	1484.39	61.156	4.0000	7.347818
08 47	42.879	8.9790	33.0053	25.5590	1.5873e-01	0.1284	0.571	1484.40	61.098	3.9962	7.347818
08 47	42.892	8.9799	33.0074	25.5605	1.5873e-01	0.1309	0.571	1484.41	61.215	4.0037	7.347819
08 47	42.892	8.9809	33.0110	25.5632	1.5873e-01	0.1333	0.571	1484.41	61.159	3.9998	7.347819
08 47	42.928	8.9817	33.0107	25.5628	1.5873e-01	0.1345	0.571	1484.42	61.217	4.0035	7.347820
08 47	42.953	8.9815	33.0081	25.5608	1.5873e-01	0.1321	0.568	1484.41	61.218	4.0037	7.347820
08 47	42.964	8.9807	33.0098	25.5622	1.5873e-01	0.1333	0.568	1484.41	61.223	4.0040	7.347821
08 47	42.988	8.9811	33.0110	25.5631	1.5873e-01	0.1333	0.568	1484.42	61.226	4.0042	7.347821
08 47	43.013	8.9809	33.0122	25.5641	1.5873e-01	0.1296	0.575	1484.42	61.227	4.0042	7.347822
08 47	43.024	8.9809	33.0160	25.5670	1.5873e-01	0.1272	0.579	1484.42	61.286	4.0080	7.347822
08 47	43.048	8.9816	33.0204	25.5704	1.5873e-01	0.1260	0.579	1484.43	61.289	4.0080	7.347823
08 47	43.060	8.9831	33.0225	25.5718	1.5873e-01	0.1272	0.579	1484.44	61.289	4.0078	7.347823
08 47	43.095	8.9841	33.0245	25.5732	1.5873e-01	0.1284	0.575	1484.45	61.294	4.0080	7.347824
08 47	43.095	8.9851	33.0257	25.5740	1.5873e-01	0.1272	0.571	1484.45	61.357	4.0120	7.347824
08 47	43.138	8.9859	33.0256	25.5738	1.5873e-01	0.1309	0.571	1484.45	61.364	4.0124	7.347825
08 47	43.131	8.9862	33.0261	25.5741	1.5873e-01	0.1321	0.568	1484.46	61.361	4.0122	7.347825
08 47	43.180	8.9867	33.0273	25.5750	1.5873e-01	0.1296	0.568	1484.46	61.424	4.0162	7.347826
08 47	43.180	8.9868	33.0296	25.5768	1.5873e-01	0.1296	0.568	1484.46	61.429	4.0165	7.347826
08 47	43.216	8.9878	33.0316	25.5782	1.5873e-01	0.1272	0.560	1484.47	61.493	4.0205	7.347826
08 47	43.229	8.9884	33.0354	25.5811	1.5873e-01	0.1260	0.557	1484.48	61.506	4.0212	7.347827
08 47	43.240	8.9898	33.0401	25.5845	1.5873e-01	0.1272	0.557	1484.49	61.516	4.0216	7.347827
08 47	43.276	8.9910	33.0418	25.5857	1.5873e-01	0.1248	0.557	1484.50	61.585	4.0260	7.347828
08 47	43.276	8.9915	33.0405	25.5846	1.5873e-01	0.1235	0.568	1484.50	61.596	4.0267	7.347828
08 47	43.311	8.9913	33.0403	25.5844	1.5873e-01	0.1248	0.579	1484.50	61.612	4.0277	7.347829
08 47	43.324	8.9917	33.0414	25.5852	1.5873e-01	0.1260	0.579	1484.50	61.624	4.0285	7.347829
08 47	43.336	8.9921	33.0427	25.5862	1.7094e-01	0.1248	0.571	1484.50	61.695	4.0331	7.347830
08 47	43.372	8.9924	33.0432	25.5865	1.5873e-01	0.1260	0.560	1484.50	61.709	4.0339	7.347830
08 47	43.385	8.9925	33.0433	25.5866	1.5873e-01	0.1260	0.564	1484.50	61.719	4.0345	7.347831
08 47	43.414	8.9928	33.0441	25.5872	1.5873e-01	0.1272	0.571	1484.51	61.794	4.0394	7.347831
08 47	43.420	8.9924	33.0455	25.5884	1.5873e-01	0.1260	0.568	1484.51	61.805	4.0401	7.347832
08 47	43.432	8.9934	33.0466	25.5890	1.7094e-01	0.1272	0.564	1484.51	61.819	4.0410	7.347832
08 47	43.469	8.9944	33.0497	25.5913	1.5873e-01	0.1260	0.560	1484.52	61.892	4.0455	7.347833
08 47	43.492	8.9953	33.0547	25.5951	1.5873e-01	0.1272	0.564	1484.53	61.907	4.0463	7.347833
08 47	43.492	8.9965	33.0561	25.5960	1.5873e-01	0.1272	0.568	1484.54	61.979	4.0509	7.347834
08 47	43.529	8.9961	33.0531	25.5937	1.7094e-01	0.1284	0.571	1484.53	61.994	4.0519	7.347834
08 47	43.540	8.9949	33.0504	25.5918	1.5873e-01	0.1284	0.571	1484.52	62.005	4.0528	7.347835
08 47	43.576	8.9937	33.0520	25.5932	1.7094e-01	0.1284	0.564	1484.52	62.073	4.0574	7.347835
08 47	43.576	8.9942	33.0529	25.5939	1.5873e-01	0.1260	0.557	1484.53	62.083	4.0579	7.347836
08 47	43.618	8.9948	33.0524	25.5934	1.5873e-01	0.1235	0.560	1484.53	62.157	4.0628	7.347836
08 47	43.636	8.9944	33.0512	25.5925	1.5873e-01	0.1248	0.564	1484.53	62.235	4.0679	7.347837
08 47	43.649	8.9942	33.0497	25.5913	1.5873e-01	0.1272	0.564	1484.52	62.253	4.0692	7.347837
08 47	43.661	8.9938	33.0491	25.5909	1.5873e-01	0.1260	0.560	1484.52	62.329	4.0741	7.347838
08 47	43.685	8.9938	33.0482	25.5903	1.5873e-01	0.1248	0.564	1484.52	62.284	4.0712	7.347838
08 47	43.709	8.9935	33.0474	25.5897	1.5873e-01	0.1235	0.571	1484.52	62.358	4.0761	7.347839
08 47	43.721	8.9932	33.0463	25.5888	1.5873e-01	0.1260	0.571	1484.52	62.434	4.0812	7.347839
08 47	43.745	8.9930	33.0458	25.5884	1.5873e-01	0.1272	0.568	1484.52	62.513	4.0863	7.347840
08 47	43.769	8.9928	33.0451	25.5880	1.5873e-01	0.1248	0.564	1484.51	62.532	4.0876	7.347840
08 47	43.799	8.9927	33.0447	25.5876	1.5873e-01	0.1235	0.564	1484.51	62.615	4.0931	7.347840
08 47	43.805	8.9925	33.0440	25.5871	1.5873e-01	0.1223	0.571	1484.51	62.693	4.0982	7.347841
08 47	43.830	8.9924	33.0437	25.5869	1.5873e-01	0.1199	0.571	1484.51	62.779	4.1039	7.347841
08 47	43.841	8.9921	33.0436	25.5869	1.5873e-01	0.1223	0.568	1484.51	62.799	4.1052	7.347842
08 47	43.877	8.9922	33.0421	25.5857	1.5873e-01	0.1248	0.564	1484.51	62.827	4.1070	7.347842
08 47	43.890	8.9919	33.0410	25.5849	1.5873e-01	0.1248	0.560	1484.51	62.843	4.1081	7.347843
08 47	43.912	8.9916	33.0404	25.5845	1.5873e-01	0.1223	0.560	1484.51	62.921	4.1133	7.347843
08 47	43.912	8.9912	33.0416	25.5855	1.5873e-01	0.1248	0.564	1484.51	63.001	4.1185	7.347844
08 47	43.955	8.9916	33.0417	25.5854	1.5873e-01	0.1272	0.568	1484.51	63.083	4.1238	7.347844
08 47	43.972	8.9917	33.0409	25.5849	1.5873e-01	0.1260	0.568	1484.51	63.103	4.1252	7.347845
08 47	43.997	8.9918	33.0415	25.5853	1.5873e-01	0.1260	0.568	1484.51	63.180	4.1301	7.347845
08 47	44.021	8.9919	33.0421	25.5858	1.5873e-01	0.1248	0.568	1484.51	63.202	4.1316	7.347846
08 47	44.033	8.9922	33.0424	25.5860	1.5873e-01	0.1248	0.564	1484.51	63.280	4.1366	7.347846
08 47	44.046	8.9919	33.0424	25.5860	1.5873e-01	0.1272	0.564	1484.51	63.297	4.1378	7.347847
08 47	44.075	8.9916	33.0425	25.5861	1.5873e-01	0.1272	0.564	1484.51	63.369	4.1425	7.347847
08 47	44.093	8.9916	33.0426	25.5862	1.5873e-01	0.1272	0.560	1484.51	63.387	4.1437	7.347848
08 47	44.117	8.9914	33.0437	25.5871	1.5873e-01	0.1235	0.560	1484.51	63.461	4.1485	7.347848
08 47	44.141	8.9920	33.0445	25.5876	1.7094e-01	0.1211	0.564	1484.52	63.534	4.1532	7.347849
08 47	44.153	8.9919	33.0457	25.5885	1.5873e-01	0.1235	0.571	1484.52	63.553	4.1545	7.347849
08 47	44.177	8.9924	33.0464	25.5890	1.5873e-01	0.1235	0.571	1484.52	63.627	4.1592	7.347850
08 47	44.190	8.9925	33.0503	25.5920	1.7094e-01	0.1248	0.568	1484.53	63.647	4.1604	7.347850
08 47	44.206	8.9941	33.0550	25.5955	1.5873e-01	0.1248	0.568	1484.54	63.722	4.1650	7.347851
08 47	44.226	8.9954	33.0576	25.5974	1.7094e-01	0.1223	0.568	1484.55	63.735	4.1657	7.347851
08 47	44.250	8.9959	33.0579	25.5975	1.5873e-01	0.1199	0.568	1484.55	63.810	4.1705	7.347852
08 47	44.286	8.9962	33.0586	25.5979	1.5873e-01	0.1223	0.568	1484.55	63.824	4.1714	7.347852
08 47	44.297	8.9971	33.0586	25.5978	1.5873e-01	0.1223	0.568	1484.56	63.892	4.1757	7.347853
08 47	44.315	8.9973	33.0573	25.5968	1.5873e-01	0.1248	0.568	1484.56	63.898	4.1762	7.347853
08 47	44.333	8.9970	33.0557	25.5956	1.5873e-01	0.1260	0.564	1484.55	63.966	4.1807	7.347853
08 47	44.333	8.9964	33.0556	25.5956	1.5873e-01	0.1248	0.557	1484.55	63.972	4.1811	7.347854
08 47	44.370	8.9962	33.0554	25.5954	1.5873e-01	0.1235	0.560	1484.55	64.032	4.1851	7.347854
08 47	44.393	8.9959	33.0563	25.5963	1.5873e-01	0.1235	0.579	1484.55	64.038	4.1855	7.347855
08 47	44.393	8.9960	33.0574	25.5971	1.5873e-01	0.1235	0.582	1484.55	64.098	4.1893	7.347855
08 47	44.424	8.9968	33.0579	25.5974	1.5873e-01	0.1223	0.579	1484.56	64.157	4.1931	7.347856
08 47	44.453	8.9968	33.0600	25.5990	1.5873e-01	0.1235	0.575	1484.56	64.161	4.1933	7.347856
08 47	44.466	8.9976	33.0620	25.6004	1.5873e-01	0.1223	0.575	1484.56	64.219	4.1970	7.347857
08 47	44.491	8.9986	33.0644	25.6021	1.5873e-01	0.1235	0.579	1484.57	64.222	4.1970	7.347857
08 47	44.502	8.9997	33.0640	25.6016	1.5873e-01	0.1223	0.579	1484.58	64.279	4.2006	7.347858
08 47	44.520	8.9999	33.0604	25.5988	1.5873e-01	0.1211	0.575	1484.57	64.273	4.2004	7.347858
08 47	44.538	8.9986	33.0570	25.5964	1.5873e-01	0.1248	0.575	1484.56	64.329	4.2042	7.347859
08 47	44.573	8.9980	33.0565	25.5961	1.5873e-01	0.1248	0.575	1484.56	64.322	4.2039	7.347859
08 47	44.573	8.9976	33.0584	25.5976	1.5873e-01	0.1223	0.575	1484.56	64.376	4.2074	7.347860
08 47	44.598	8.9978	33.0591	25.5982	1.5873e-01	0.1199	0.575	1484.56	64.375	4.2073	7.347860
08 47	44.640	8.9978	33.0595	25.5984	1.5873e-01	0.1211	0.579	1484.57	64.428	4.2107	7.347861
08 47	44.622	8.9973	33.0611	25.5997	1.5873e-01	0.1211	0.571	1484.56	64.487	4.2146	7.347861
08 47	44.646	8.9974	33.0615	25.6001	1.5873e-01	0.1223	0.568	1484.57	64.477	4.2139	7.347862
08 47	44.682	8.9978	33.0603	25.5990	1.5873e-01	0.1211	0.568	1484.57	64.527	4.2172	7.347862
08 47	44.694	8.9982	33.0595	25.5983	1.5873e-01	0.1248	0.575	1484.57	64.522	4.2168	7.347863
08 47	44.711	8.9982	33.0595	25.5983	1.5873e-01	0.1223	0.575	1484.57	64.578	4.2205	7.347863
08 47	44.731	8.9984	33.0608	25.5994	1.5873e-01	0.1223	0.568	1484.57	64.572	4.2200	7.347864
08 47	44.742	8.9990	33.0622	25.6003	1.5873e-01	0.1211	0.568	1484.57	64.626	4.2234	7.347864
08 47	44.767	8.9989	33.0615	25.5999	1.5873e-01	0.1186	0.564	1484.57	64.686	4.2274	7.347865
08 47	44.783	8.9984	33.0616	25.6000	1.5873e-01	0.1199	0.571	1484.57	64.692	4.2278	7.347865
08 47	44.802	8.9990	33.0615	25.5998	1.5873e-01	0.1211	0.575	1484.57	64.751	4.2317	7.347866
08 47	44.827	8.9992	33.0622	25.6003	1.5873e-01	0.1223	0.579	1484.58	64.749	4.2315	7.347866
08 47	44.838	8.9995	33.0614	25.5997	1.5873e-01	0.1235	0.579	1484.58	64.800	4.2348	7.347867
08 47	44.862	8.9992	33.0614	25.5997	1.5873e-01	0.1235	0.582	1484.58	64.795	4.2345	7.347867
08 47	44.880	8.9994	33.0610	25.5994	1.5873e-01	0.1211	0.597	1484.58	64.851	4.2382	7.347867
08 47	44.911	8.9994	33.0610	25.5993	1.5873e-01	0.1199	0.608	1484.58	64.914	4.2423	7.347868
08 47	44.911	8.9997	33.0616	25.5998	1.5873e-01	0.1199	0.601	1484.58	64.914	4.2423	7.347868
08 47	44.958	8.9995	33.0626	25.6006	1.5873e-01	0.1199	0.597	1484.58	64.976	4.2463	7.347869
08 47	44.952	9.0001	33.0632	25.6009	1.5873e-01	0.1199	0.590	1484.58	65.036	4.2501	7.347869
08 47	44.994	9.0000	33.0637	25.6013	1.5873e-01	0.1211	0.590	1484.58	65.041	4.2504	7.347870
08 47	45.007	9.0001	33.0635	25.6012	1.5873e-01	0.1199	0.586	1484.59	65.100	4.2543	7.347870
08 47	45.031	9.0000	33.0634	25.6011	1.5873e-01	0.1162	0.582	1484.58	65.164	4.2585	7.347871
08 47	45.048	9.0003	33.0630	25.6008	1.5873e-01	0.1162	0.582	1484.59	65.166	4.2586	7.347871
08 47	45.054	9.0003	33.0637	25.6013	1.5873e-01	0.1174	0.582	1484.59	65.168	4.2587	7.347872
08 47	45.103	9.0006	33.0646	25.6020	1.5873e-01	0.1174	0.586	1484.59	65.230	4.2627	7.347872
08 47	45.103	9.0008	33.0641	25.6015	1.5873e-01	0.1162	0.590	1484.59	65.291	4.2667	7.347873
08 47	45.132	9.0008	33.0651	25.6023	1.5873e-01	0.1162	0.593	1484.59	65.297	4.2671	7.347873
08 47	45.163	9.0008	33.0679	25.6045	1.5873e-01	0.1199	0.593	1484.60	65.357	4.2709	7.347874
08 47	45.174	9.0017	33.0698	25.6059	1.5873e-01	0.1199	0.593	1484.60	65.361	4.2710	7.347874
08 47	45.187	9.0022	33.0712	25.6069	1.5873e-01	0.1199	0.593	1484.61	65.418	4.2747	7.347875
08 47	45.228	9.0022	33.0714	25.6071	1.5873e-01	0.1186	0.593	1484.61	65.482	4.2788	7.347875
08 47	45.223	9.0022	33.0708	25.6066	1.5873e-01	0.1174	0.590	1484.61	65.483	4.2789	7.347876
08 47	45.259	9.0024	33.0698	25.6058	1.5873e-01	0.1186	0.601	1484.61	65.545	4.2830	7.347876
08 47	45.288	9.0022	33.0697	25.6057	1.5873e-01	0.1186	0.604	1484.61	65.544	4.2830	7.347877
08 47	45.308	9.0021	33.0700	25.6060	1.5873e-01	0.1199	0.601	1484.61	65.543	4.2829	7.347877
08 47	45.332	9.0021	33.0698	25.6058	1.5873e-01	0.1223	0.593	1484.61	65.656	4.2903	7.347878
08 47	45.343	9.0026	33.0701	25.6060	1.5873e-01	0.1211	0.586	1484.61	65.660	4.2904	7.347878
08 47	45.372	9.0032	33.0709	25.6065	1.5873e-01	0.1199	0.586	1484.61	65.655	4.2900	7.347879
08 47	45.392	9.0032	33.0738	25.6088	1.5873e-01	0.1223	0.590	1484.62	65.711	4.2936	7.347879
08 47	45.415	9.0038	33.0782	25.6121	1.5873e-01	0.1223	0.597	1484.62	65.772	4.2975	7.347880
08 47	45.444	9.0046	33.0831	25.6158	1.5873e-01	0.1199	0.601	1484.63	65.772	4.2972	7.347880
08 47	45.463	9.0065	33.0855	25.6174	1.5873e-01	0.1186	0.597	1484.64	65.831	4.3008	7.347880
08 47	45.475	9.0079	33.0864	25.6179	1.5873e-01	0.1174	0.593	1484.65	65.828	4.3005	7.347881
08 47	45.524	9.0086	33.0868	25.6181	1.5873e-01	0.1199	0.586	1484.65	65.825	4.3002	7.347881
08 47	45.528	9.0092	33.0870	25.6182	1.5873e-01	0.1211	0.582	1484.66	65.875	4.3034	7.347882
08 47	45.548	9.0093	33.0871	25.6182	1.5873e-01	0.1199	0.579	1484.66	65.869	4.3030	7.347882
08 47	45.595	9.0093	33.0883	25.6192	1.5873e-01	0.1235	0.582	1484.66	65.918	4.3062	7.347883
08 47	45.600	9.0098	33.0897	25.6202	1.5873e-01	0.1211	0.586	1484.66	65.911	4.3056	7.347883
08 47	45.619	9.0098	33.0917	25.6217	1.5873e-01	0.1174	0.590	1484.67	65.957	4.3086	7.347884
08 47	45.655	9.0104	33.0934	25.6230	1.5873e-01	0.1150	0.586	1484.67	65.948	4.3079	7.347884
08 47	45.673	9.0112	33.0949	25.6240	1.5873e-01	0.1162	0.582	1484.68	66.000	4.3112	7.347885
08 47	45.692	9.0119	33.0958	25.6246	1.5873e-01	0.1162	0.579	1484.68	65.990	4.3104	7.347885
08 47	45.715	9.0122	33.0949	25.6239	1.5873e-01	0.1162	0.579	1484.68	66.041	4.3137	7.347886
08 47	45.756	9.0119	33.0905	25.6205	1.5873e-01	0.1162	0.586	1484.67	66.029	4.3131	7.347886
08 47	45.753	9.0105	33.0879	25.6186	1.5873e-01	0.1174	0.590	1484.67	66.078	4.3165	7.347887
08 47	45.800	9.0090	33.0850	25.6167	1.5873e-01	0.1174	0.593	1484.66	66.066	4.3160	7.347887
08 47	45.816	9.0076	33.0834	25.6156	1.5873e-01	0.1162	0.590	1484.65	66.052	4.3152	7.347888
08 47	45.835	9.0070	33.0832	25.6155	1.7094e-01	0.1162	0.586	1484.65	66.039	4.3144	7.347888
08 47	45.860	9.0070	33.0836	25.6159	1.5873e-01	0.1150	0.579	1484.65	66.079	4.3170	7.347889
08 47	45.865	9.0072	33.0849	25.6168	1.5873e-01	0.1199	0.571	1484.65	66.064	4.3160	7.347889
08 47	45.908	9.0075	33.0859	25.6176	1.5873e-01	0.1186	0.571	1484.65	66.043	4.3146	7.347890
08 47	45.933	9.0080	33.0858	25.6174	1.5873e-01	0.1186	0.575	1484.66	66.083	4.3171	7.347890
08 47	45.949	9.0082	33.0858	25.6174	1.5873e-01	0.1150	0.579	1484.66	66.061	4.3157	7.347891
08 47	45.980	9.0080	33.0866	25.6180	1.5873e-01	0.1162	0.582	1484.66	66.039	4.3142	7.347891
08 47	46.004	9.0082	33.0873	25.6185	1.5873e-01	0.1162	0.582	1484.66	66.078	4.3168	7.347892
08 47	46.021	9.0084	33.0873	25.6185	1.5873e-01	0.1162	0.579	1484.66	66.057	4.3153	7.347892
08 47	46.053	9.0086	33.0868	25.6181	1.5873e-01	0.1174	0.575	1484.66	66.036	4.3140	7.347893
08 47	46.053	9.0088	33.0854	25.6169	1.5873e-01	0.1174	0.575	1484.66	66.015	4.3126	7.347893
08 47	46.081	9.0084	33.0855	25.6171	1.5873e-01	0.1186	0.579	1484.66	66.049	4.3149	7.347894
08 47	46.113	9.0078	33.0866	25.6180	1.5873e-01	0.1174	0.582	1484.66	66.029	4.3136	7.347894
08 47	46.136	9.0082	33.0869	25.6182	1.5873e-01	0.1150	0.582	1484.66	66.011	4.3124	7.347894
08 47	46.152	9.0081	33.0869	25.6182	1.5873e-01	0.1174	0.586	1484.66	66.047	4.3148	7.347895
08 47	46.185	9.0082	33.0867	25.6181	1.5873e-01	0.1186	0.593	1484.66	66.023	4.3132	7.347895
08 47	46.185	9.0081	33.0859	25.6175	1.5873e-01	0.1211	0.597	1484.66	66.000	4.3117	7.347896
08 47	46.212	9.0079	33.0857	25.6173	1.5873e-01	0.1223	0.593	1484.66	65.977	4.3103	7.347896
08 47	46.233	9.0079	33.0851	25.6169	1.5873e-01	0.1199	0.590	1484.66	66.011	4.3124	7.347897
08 47	46.261	9.0076	33.0855	25.6172	1.5873e-01	0.1199	0.586	1484.66	65.991	4.3112	7.347897
08 47	46.269	9.0074	33.0868	25.6182	1.5873e-01	0.1162	0.586	1484.66	65.965	4.3095	7.347898
08 47	46.305	9.0076	33.0877	25.6190	1.5873e-01	0.1138	0.582	1484.66	66.003	4.3119	7.347898
08 47	46.321	9.0078	33.0901	25.6208	1.5873e-01	0.1138	0.575	1484.67	65.987	4.3107	7.347899
08 47	46.341	9.0083	33.0937	25.6236	1.5873e-01	0.1150	0.571	1484.67	65.965	4.3092	7.347899
08 47	46.354	9.0090	33.0964	25.6255	1.5873e-01	0.1162	0.568	1484.68	65.945	4.3078	7.347900
08 47	46.381	9.0102	33.0998	25.6280	1.5873e-01	0.1211	0.564	1484.69	65.921	4.3059	7.347900
08 47	46.389	9.0114	33.1055	25.6323	1.5873e-01	0.1211	0.560	1484.70	65.952	4.3077	7.347901
08 47	46.428	9.0139	33.1122	25.6371	1.5873e-01	0.1186	0.557	1484.72	65.938	4.3063	7.347901
08 47	46.436	9.0159	33.1183	25.6416	1.5873e-01	0.1186	0.557	1484.73	65.918	4.3047	7.347902
08 47	46.436	9.0177	33.1212	25.6436	1.5873e-01	0.1186	0.564	1484.75	65.894	4.3029	7.347902
08 47	46.488	9.0190	33.1219	25.6439	1.5873e-01	0.1186	0.571	1484.75	65.934	4.3053	7.347903
08 47	46.485	9.0196	33.1198	25.6422	1.5873e-01	0.1199	0.575	1484.75	65.921	4.3045	7.347903
08 47	46.513	9.0190	33.1173	25.6403	1.5873e-01	0.1199	0.571	1484.75	65.904	4.3035	7.347904
08 47	46.534	9.0187	33.1169	25.6400	1.5873e-01	0.1186	0.575	1484.74	65.890	4.3026	7.347904
08 47	46.545	9.0188	33.1187	25.6414	1.5873e-01	0.1162	0.582	1484.75	65.871	4.3013	7.347905
08 47	46.573	9.0190	33.1199	25.6424	1.5873e-01	0.1125	0.582	1484.75	65.909	4.3038	7.347905
08 47	46.605	9.0191	33.1195	25.6420	1.5873e-01	0.1125	0.579	1484.75	65.834	4.2989	7.347906
